p.accession,p.type,target.LPGF,decoy.LPGF
NP_001177874.1,master,5.966991409030138,0.1282930386577397
NP_001177808.1,master,inf,0.46714383403012183
NP_001177693.1,master,10.867305378737242,0.016837652340035012
NP_066979.2,master,inf,0.3129429933647319
NP_079140.2,master,inf,0.38664677306032885
NP_060242.2,master,inf,0.032569133957627804
NP_060225.4,master,inf,0.7190744808950013
NP_277050.2,master,inf,0.6163063391744531
NP_115570.1,master,inf,0.5845459116858105
NP_059986.1,master,inf,1.0167045023934784
NP_056036.1,master,inf,0.1227702948162011
NP_945173.1,master,10.268007120841354,0.23121378031787787
NP_945314.1,master,10.67823138177772,0.21895145846021397
NP_789784.2,master,inf,0.2086718920065427
NP_705842.2,master,2.7401747136964234,0.6950716212468987
NP_060834.2,master,inf,0.7001140783047035
NP_942590.1,master,inf,0.7491637973155896
NP_065141.3,master,inf,0.2024168006188212
NP_009178.3,master,7.742321719519344,0.5011818110144473
NP_000037.2,master,inf,0.20419582040411802
NP_003631.2,master,13.854219225073441,0.008535489010312616
NP_940982.1,master,inf,0.3120198804086297
NP_849144.2,master,1.478468650731777,1.3661158885291962
NP_002021.3,master,6.811691578974014,0.3634694622768354
NP_063949.2,master,inf,0.2770384555438986
NP_940909.1,master,8.27181599093285,0.7091543642585272
NP_060543.5,master,6.567114205854243,0.7405690928814731
NP_065691.2,master,8.155679661256958,0.4948573471617056
NP_919268.1,master,5.718153745601779,0.5055057490937279
NP_000659.2,master,inf,0.8724010708380363
NP_076962.2,master,inf,0.027617069180673783
NP_892021.1,master,inf,1.6232270503863504
NP_079106.3,master,inf,1.4355848594368317
NP_009201.2,master,10.673419996781268,1.1585243141681785
NP_667340.2,master,inf,0.4825896755809936
NP_031372.2,master,inf,0.8538174592820647
NP_114116.3,master,inf,0.1883504344115607
NP_055383.1,master,inf,0.07404192176485136
NP_387467.2,master,4.062824733148584,0.016377946423732567
NP_857593.1,master,8.665522105399827,0.10410029588234632
NP_858058.1,master,12.944289813551192,0.15676672448424964
NP_004704.2,master,10.344507986926248,0.37562469201387705
NP_853553.1,master,inf,0.0034429712301600637
NP_003162.2,master,inf,0.6496334564922991
NP_775853.2,master,inf,0.03136337525682975
NP_004937.1,master,inf,0.26079275060327095
NP_112223.1,master,inf,0.24933660156431056
NP_848526.1,master,4.807052706356309,0.10076885719604123
NP_776152.1,master,inf,0.8683791826459549
NP_671512.1,master,9.53373910879374,0.19368491096680016
NP_115544.1,master,9.376647824259829,0.3273538535335633
NP_056349.1,master,inf,0.17218908308088873
NP_003080.2,master,7.3786732732674984,0.20768546617695388
NP_789783.1,master,inf,0.7367706241569503
NP_002175.2,master,8.574845229521635,0.10005780623265208
NP_006246.2,master,inf,1.6861542150394462
NP_787103.1,master,13.729280488465141,0.05651910482153509
NP_783161.1,master,inf,0.07256690035107545
NP_057122.2,master,inf,0.06237110570101214
NP_665805.2,master,inf,0.006756964844244748
NP_777573.1,master,inf,0.40085756416442053
NP_775752.1,master,inf,0.24036274377043912
NP_775746.1,master,inf,0.9365901761826217
NP_775937.1,master,5.995692792623612,0.4994996076341288
NP_056005.1,master,inf,0.08901415459202333
NP_003064.2,master,6.15803176488687,0.08980025914498843
NP_003668.2,master,inf,0.44757393289113484
NP_775103.1,master,inf,0.8670687467564264
NP_060745.3,master,7.39136795054033,3.77291680827794
NP_758424.1,master,6.231964986033058,0.03764766702461275
NP_079133.3,master,inf,0.011578530960044492
NP_002800.2,master,inf,0.6649357960514666
NP_056981.2,master,inf,1.1114144732853146
NP_004487.2,master,10.565379372323866,0.25889531630064366
NP_060922.2,master,7.617304960590839,0.062210423686156695
NP_715638.1,master,11.799861562750849,0.7055666205720447
NP_443157.1,master,inf,0.17354326634839343
NP_079472.1,master,inf,0.7462198594726386
NP_065978.1,master,inf,0.2901830318168768
NP_689521.1,master,8.635530871365335,0.8902831397814367
NP_065912.1,master,inf,0.2620196772161368
NP_065806.1,master,inf,0.03312958868470178
NP_056464.1,master,inf,0.13340552224922042
NP_056281.1,master,inf,0.8367724117227298
NP_077734.1,master,7.8577603697198635,0.6009517786454041
NP_037453.1,master,inf,0.8682195205568817
NP_055917.1,master,8.569017598090827,0.6011922520638072
NP_694951.1,master,7.3246660139881055,0.6315137379385442
NP_006351.2,master,inf,0.21406292686029416
NP_694580.1,master,4.308599021511975,0.9653998384251783
NP_690866.1,master,inf,1.0199454435109472
NP_690852.1,master,inf,0.3903320562041578
NP_689985.1,master,9.537829474000246,0.900945918650265
NP_689979.1,master,inf,0.01917658405279578
NP_689633.1,master,8.095955258251927,1.206718603373892
NP_689541.1,master,11.556094220052866,0.1645226626666484
NP_689529.1,master,inf,0.24966732397722524
NP_689485.1,master,inf,0.8608546709949589
NP_056284.1,master,inf,0.5621602557560781
NP_660183.1,master,inf,0.38642170014131144
NP_009117.2,master,4.783947974041371,0.5492072759822867
NP_612439.2,master,4.953552418099207,1.0402214639653204
NP_660286.1,master,inf,0.6096842861531376
NP_008971.2,master,12.854219225073441,0.7058438422730825
NP_036611.2,master,inf,0.34614791495762287
NP_659495.1,master,inf,0.030327714100257062
NP_659436.1,master,5.482631411974684,0.26296979015035266
NP_653324.1,master,inf,0.2303934640781503
NP_005975.1,master,10.843226425865872,0.0801726941326193
NP_076972.2,master,9.617542035600193,0.6595042119567619
NP_110417.2,master,8.838523571659005,0.4298792465044013
NP_060846.2,master,inf,0.28432820512968254
NP_060053.2,master,inf,0.45445848944193273
NP_056277.2,master,inf,0.012775696329459556
NP_001290.2,master,inf,0.1677582392532149
NP_065744.2,master,2.2939175369060343,0.1930540962924739
NP_056016.1,master,inf,0.3258505987713399
NP_110407.2,master,inf,0.1900659936916635
NP_001177194.1,master,inf,0.48740413985435294
NP_689757.2,master,6.276703451616991,0.11733569405091318
NP_001172002.1,master,5.9194681535768465,0.6735833300567354
NP_001171908.1,master,inf,0.03357466077906917
NP_079512.2,master,6.382328435427595,0.08561772471319226
NP_001171903.1,master,inf,0.029284470549484874
NP_001171752.1,master,inf,0.8012886365463899
NP_001171725.1,master,8.941229851538653,0.5492758630468181
NP_848659.2,master,inf,0.4570995766871038
NP_694984.4,master,5.402880861860356,0.3377424601281934
NP_001171583.1,master,4.239750705536072,0.44115648004320884
NP_001171579.1,master,10.056765367123067,0.03482834527324288
NP_060037.3,master,inf,0.6451840281118367
NP_001171501.1,master,10.57557448349752,0.29122747477014505
NP_006567.3,master,7.757714742858983,0.6032516578471103
NP_001171147.1,master,7.250737583926572,0.6371133805801465
NP_001171115.1,master,inf,0.23744891566932588
NP_443167.4,master,inf,0.6930059936161534
NP_001170884.1,master,inf,0.14990830105608774
NP_001123498.2,master,9.892745396566772,0.32938690684402533
NP_001167623.1,master,9.713948680833013,0.26881681521189815
NP_001167630.1,master,10.587987528383547,0.19334836801189267
NP_659499.2,master,3.2444383589276447,0.23587424542205915
NP_006311.2,master,inf,0.026790419229174023
NP_001167539.1,master,inf,0.525664294069234
NP_055872.4,master,inf,-1.2038021552443736
NP_078997.4,master,3.6533954061883427,0.44275028382450615
NP_062813.2,master,5.4326028151584165,1.7390607473898516
NP_001166599.1,master,6.091801231179701,0.9380453305359278
NP_001073879.2,master,1.0883719322925276,0.37265156459481624
NP_001166245.1,master,inf,0.07580129326555476
NP_001166184.1,master,5.493986641740424,-0.9196118833019358
NP_001166176.1,master,inf,0.3951047657877843
NP_689618.4,master,inf,0.6400117508846701
NP_079437.5,master,inf,0.3854826781762627
NP_001165582.1,master,inf,0.7840439236412016
NP_001165558.1,master,3.6571569293670483,0.39632063208965496
NP_001165910.1,master,5.997789266896402,0.25395592389737537
NP_001165783.1,master,inf,0.02530476086921877
NP_001165358.1,master,11.992220434520982,1.2701192072512242
NP_076974.2,master,8.893449552495063,0.5624924179602756
NP_079081.2,master,12.090375439729673,0.522683093005841
NP_001165462.1,master,inf,0.37404883832444097
NP_000018.2,master,15.05149978319906,0.07731808586297337
NP_000399.3,master,inf,0.11399969562386887
NP_001307737.1,master,inf,0.5464962152710486
NP_001307661.1,master,inf,1.2093876312108365
NP_001307646.1,master,inf,0.753768439893249
NP_001307676.1,master,8.622831564116085,0.3564918624254269
NP_001307684.1,master,inf,0.1614433103946299
NP_001307643.1,master,inf,0.35860194581606786
NP_001307660.1,master,6.346719768354386,0.17896315204244492
NP_001307627.1,master,inf,0.04965456411073248
NP_001307514.1,master,inf,0.541551985226882
NP_001307466.1,master,5.818956166726198,0.23356145577877635
NP_001307471.1,master,8.871857523440294,0.016631598360522238
NP_001307373.1,master,inf,0.42498255226238535
NP_056017.3,master,inf,0.45068126867464775
NP_001307193.1,master,10.572255682254236,0.5378919057944008
NP_001307190.1,master,inf,0.034780044489169486
NP_001307176.1,master,inf,0.06767795967804402
NP_001307128.1,master,inf,0.7055461122608297
NP_001307072.1,master,7.598694264906226,1.2284941643342802
NP_001307070.1,master,inf,0.4530616213120339
NP_001307055.1,master,inf,0.21210305851194167
NP_001307028.1,master,inf,0.09220042084193582
NP_001306588.1,master,inf,0.9261468739208253
NP_001306592.1,master,inf,0.009373769743107415
NP_001306165.1,master,inf,0.6921766530918663
NP_001306122.1,master,0.39053834766768764,1.014208960428021
NP_001306004.1,master,inf,0.9194039738370493
NP_001305984.1,master,12.18080332520981,0.1969698595002804
NP_001305868.1,master,11.189368403886023,0.18465080503750259
NP_054880.2,master,inf,0.7320981349758623
NP_003066.2,master,6.545475841019119,0.024175861787614408
NP_071896.8,master,inf,0.9950710818989522
NP_065189.1,master,12.06809904501852,0.1277874595191811
NP_001819.2,master,inf,1.009285081972482
NP_064547.2,master,inf,0.10794079703121678
NP_620175.1,master,13.311137093704817,0.39550484589009044
NP_619649.1,master,inf,0.06246828279863144
NP_057358.2,master,9.631055521856467,0.41000470489463614
NP_002742.3,master,6.3425156123436555,0.6572542705241302
NP_115759.2,master,9.193194983315626,0.151897547491157
NP_004696.2,master,inf,0.35743588992144915
NP_006816.2,master,inf,1.0010451485167478
NP_001683.2,master,9.73364529386759,0.28357639360056447
NP_598001.1,master,inf,0.02021712785214792
NP_597700.1,master,11.954155692711685,1.247730762369254
NP_588614.1,master,inf,0.8483503413339002
NP_036387.2,master,12.393488386541947,0.2793837117999602
NP_065881.1,master,inf,0.033644588040915496
NP_004332.2,master,9.53388662184273,1.4579937771238234
NP_060676.2,master,inf,0.3491226593579695
NP_005505.2,master,inf,0.9652275142548733
NP_068375.3,master,inf,0.7236144506726503
NP_476516.1,master,inf,0.1369137454523011
NP_473368.1,master,inf,0.12233204348288898
NP_003921.2,master,inf,1.1431464379692504
NP_443118.1,master,11.992694296523153,NA
NP_443107.1,master,inf,0.03164705670214597
NP_443080.1,master,14.03031048412912,0.40285234280167004
NP_000391.1,master,inf,0.3749422552633352
NP_001195.2,master,inf,0.07304368955631098
NP_001020.2,master,inf,0.8384468320258375
NP_001614.3,master,inf,0.28205776075391353
NP_116162.1,master,inf,0.13432913377289954
NP_115915.1,master,inf,0.2701105096085355
NP_115752.1,master,10.533022036036048,0.029785776679806728
NP_115712.1,master,inf,1.903460932365927
NP_115700.1,master,inf,0.09588665932869883
NP_115689.1,master,inf,0.37390569113531913
NP_115685.1,master,8.096461434925136,0.004561079449109296
NP_115635.1,master,inf,0.0479880020420455
NP_065174.1,master,inf,0.7407730790583693
NP_071942.1,master,inf,1.5245362271663883
NP_114154.1,master,11.781986838981144,0.5206318646762397
NP_113680.1,master,inf,0.4871656576093665
NP_113657.1,master,inf,0.4203832058197118
NP_112600.1,master,inf,0.315804766071246
NP_112240.1,master,inf,0.540249572949856
NP_110418.1,master,inf,0.4155784838855176
NP_085125.1,master,inf,0.18448695042771002
NP_079345.1,master,inf,0.1602504603588046
NP_079230.1,master,6.22089486694393,0.041374528960201634
NP_079224.1,master,inf,0.1768615762236682
NP_079112.1,master,8.180676126263542,0.34733550488261156
NP_079045.1,master,inf,0.749917603994426
NP_078861.1,master,8.272223070580077,0.3959780134444956
NP_078849.1,master,inf,0.05789947329021041
NP_077295.1,master,inf,0.45088506581803256
NP_077278.1,master,5.5546046001117695,0.09532675027291065
NP_077275.1,master,8.58485106981566,1.1730132412886567
NP_077270.1,master,inf,0.10285296097414313
NP_076998.1,master,inf,0.8972987519320098
NP_076983.1,master,inf,0.19300229013659778
NP_076979.1,master,inf,0.16874444245970058
NP_076943.1,master,inf,1.2421210126740778
NP_002464.1,master,nan,0.10148370256616078
NP_073587.1,master,inf,0.01042843978321938
NP_004915.2,master,inf,0.19920894654811835
NP_071918.1,master,inf,0.07949634099744982
NP_071413.1,master,inf,0.6660524792685385
NP_071411.1,master,inf,0.6077635898144015
NP_071390.1,master,inf,0.0735159798370341
NP_056411.1,master,inf,0.03540618255484289
NP_068805.1,master,8.729874093688789,0.6576386264530294
NP_002769.1,master,12.352095701383723,0.38445324448313384
NP_001691.1,master,inf,0.2809703418468519
NP_000036.2,master,7.529184967210212,0.687997100850673
NP_067027.1,master,inf,0.3152150798507518
NP_066953.1,master,inf,0.34986105908219106
NP_066569.1,master,5.479290161507495,0.0019286916790732227
NP_037390.2,master,inf,0.39846769897096496
NP_004609.1,master,6.937397270253294,0.26046611452725027
NP_066565.1,master,inf,0.5356234566026828
NP_004346.1,master,14.010107098040836,0.18382359871326537
NP_056085.1,master,7.39502784613091,0.1512115199443976
NP_057389.1,master,8.64795658854002,0.1299542080726632
NP_001208.2,master,3.450270579800478,0.29808253004101654
NP_000678.1,master,11.478991212434835,0.7971686951944653
NP_064570.1,master,6.216678862272989,0.2559116185353198
NP_000584.2,master,inf,1.1054196136393792
NP_062564.1,master,inf,0.2945238272743365
NP_061156.1,master,inf,0.060108411850508976
NP_060357.1,master,inf,0.4997498853512048
NP_060287.1,master,inf,0.22903237291124687
NP_060102.1,master,inf,1.3974314288015768
NP_060816.1,master,6.1379900966693475,0.27528000077074566
NP_060792.1,master,inf,1.3796051828152678
NP_060753.1,master,8.646393734783985,0.20325507552585262
NP_060701.1,master,4.393690792057285,0.11881915899068933
NP_060613.1,master,inf,1.3437571721925854
NP_060590.1,master,inf,0.1920355295587641
NP_060474.1,master,6.610292100470561,0.7740647162204874
NP_001994.2,master,inf,0.09009445129756331
NP_057529.1,master,inf,0.09041253245799545
NP_057390.1,master,inf,0.09035261886219983
NP_057018.1,master,inf,0.7555756237979572
NP_057111.1,master,inf,1.1274834848277837
NP_057039.1,master,10.1519952710951,0.10330676115226996
NP_057151.1,master,13.231955847657192,1.1813434658263366
NP_057017.1,master,inf,1.1347540129139324
NP_057455.1,master,inf,0.4561089261387553
NP_057403.1,master,inf,0.5211247771373562
NP_055569.1,master,11.415764781253099,0.4728925103737267
NP_055755.1,master,inf,0.7744575933115169
NP_055542.1,master,inf,0.06501614324086598
NP_055572.1,master,7.369068993751381,0.49797137501329813
NP_054796.1,master,inf,0.612774967904405
NP_056399.1,master,inf,0.5392103204384033
NP_056230.1,master,inf,0.20826950982874975
NP_055063.1,master,inf,0.2384649724047362
NP_055070.1,master,inf,0.07578164882720784
NP_055313.1,master,9.794104431870592,0.39703619025552944
NP_055020.1,master,inf,0.02679394751908766
NP_036528.1,master,inf,0.29238493373320623
NP_036516.1,master,inf,0.6005566210222162
NP_036357.1,master,inf,0.1502242881879766
NP_036267.1,master,8.66751306622049,0.12892366475164901
NP_031390.1,master,inf,0.6527132165662082
NP_003784.2,master,6.988381672935822,0.10852246992033243
NP_009171.1,master,inf,0.22055783035521898
NP_009114.1,master,7.410513275793158,0.5511754345015977
NP_009206.1,master,8.206850577969906,0.11020851816705397
NP_002507.1,master,inf,2.20176192343443
NP_009015.1,master,6.996198245777066,0.19554918989374123
NP_008993.1,master,6.5093286786245725,0.8789584976418964
NP_008957.1,master,inf,1.644761529881264
NP_006747.1,master,inf,0.029388413346813785
NP_006793.1,master,inf,0.3867680106421781
NP_006852.1,master,inf,1.293923994207254
NP_006825.1,master,inf,0.5567838957104838
NP_006784.1,master,inf,0.2885784241578867
NP_006549.1,master,inf,0.7129392453496323
NP_006657.1,master,inf,1.357990286016935
NP_006521.1,master,10.171097107833297,0.5711547117191429
NP_006692.1,master,5.924823268183709,0.509519014355704
NP_006556.1,master,inf,0.2848324667297632
NP_002746.1,master,inf,0.23784907222025034
NP_006392.1,master,inf,0.3478881791012736
NP_006387.1,master,7.292073113485204,0.580999611090163
NP_006136.1,master,inf,1.1679700216942825
NP_006451.1,master,inf,0.20638103404676864
NP_005973.1,master,5.140001242070508,1.818121873264715
NP_005810.1,master,inf,0.15555565465653526
NP_005868.1,master,inf,0.3103942787934925
NP_005724.1,master,inf,0.02067377206437825
NP_005582.1,master,9.425551407407474,0.04596550295679127
NP_005699.1,master,5.135432576973564,0.19073559586482994
NP_005794.1,master,inf,0.2140585847249806
NP_005594.1,master,inf,0.3106447808431219
NP_005657.1,master,6.0179602035499125,0.009193089965897197
NP_005804.1,master,inf,0.09679196704412377
NP_005859.1,master,7.902162749421592,0.4004065105710803
NP_005350.1,master,inf,0.01950892846913031
NP_005262.1,master,inf,0.30937021417072663
NP_005176.1,master,inf,0.891101767262037
NP_005018.1,master,inf,0.4667377594628342
NP_001305721.1,master,inf,0.014455076876533086
NP_001305678.1,master,3.947920964241749,0.3426803101281464
NP_001305663.1,master,inf,0.2518944732303725
NP_001305432.1,master,8.158484534020982,0.0022855274598729534
NP_077014.3,master,4.664955470540273,0.18004781718329627
NP_001305314.1,master,6.712630149380075,0.22399476519468367
NP_940888.3,master,inf,0.8300310191092622
NP_001305169.1,master,inf,0.005367967564862514
NP_001305151.1,master,inf,0.6054407987035091
NP_001305099.1,master,inf,0.3943887404638042
NP_001305058.1,master,4.2859508954155165,0.03112218542111764
NP_775922.3,master,-0.9588730883526808,-3.1720144848256937
NP_001304981.1,master,4.369872332530753,0.1045825687470284
NP_001304913.1,master,inf,0.3711762985766006
NP_001304911.1,master,4.842442068688247,0.0009573960266234665
NP_001304922.1,master,inf,0.7136076091841701
NP_001304925.1,master,11.05068624350084,0.07049496839817444
NP_001304864.1,master,7.503429430689809,0.18179008865698187
NP_612206.4,master,inf,0.14393838098581846
NP_001304780.1,master,7.581309490792421,0.17869136644790326
NP_001304759.1,master,inf,0.30071865479436116
NP_001304711.1,master,inf,0.03784728659361051
NP_001304710.1,master,4.608256062194755,0.021362732090413047
NP_001304653.1,master,inf,0.47567997473832085
NP_001304140.1,master,5.332610735867615,0.4226091756510922
NP_001304007.1,master,4.534611179632525,0.024694579938023854
NP_001303936.1,master,inf,0.17592663197324895
NP_001303909.1,master,5.460610784570036,0.8898544052830567
NP_001303890.1,master,inf,0.5836631053275377
NP_001303896.1,master,inf,0.03682992486659386
NP_001303864.1,master,inf,0.6820435880775233
NP_001303278.1,master,0.13286941602612135,0.031392301251029174
NP_001303240.1,master,inf,0.23960460072537143
NP_001300962.1,master,7.6958868933644595,0.5152754086024647
NP_001300950.1,master,inf,0.41361491560552066
NP_067026.3,master,inf,0.7918716439061534
NP_001071178.2,master,inf,0.014372628162857469
NP_775918.2,master,inf,0.22867219634928446
NP_940876.2,master,inf,0.13358425492446674
NP_001164979.1,master,inf,0.22939990431992516
NP_001164626.1,master,5.925941253502024,0.05099105109415411
NP_001164608.1,master,8.76671837127462,0.6806943308060062
NP_001164607.1,master,inf,0.48049199339126164
NP_689578.2,master,inf,0.22942794686529677
NP_075565.2,master,inf,0.07687517783711671
NP_997243.2,master,3.945408138820669,0.505920435004328
NP_001161302.1,master,3.506500607047822,0.9800594774080529
NP_057124.3,master,inf,0.5089061618202603
NP_998765.3,master,10.237039921303117,0.6399808024708149
NP_001162582.1,master,inf,0.19466164848770837
NP_060830.2,master,inf,0.14120431212735085
NP_001161957.1,master,6.111446626763043,0.4164240769711208
NP_060705.2,master,inf,0.023684499244821213
NP_060933.3,master,inf,0.4367173664213356
NP_055513.2,master,inf,0.041927381911245544
NP_078958.2,master,9.877920204648332,0.29156181877151094
NP_001008275.2,master,inf,0.741607308276179
NP_001161840.1,master,8.797983685797153,0.17582057782081445
NP_001003702.2,master,inf,0.0741515478104401
NP_065810.2,master,1.812376952585691,0.06479690180080254
NP_001161693.1,master,0.10828710343835246,0.22184056161892515
NP_001161792.1,master,inf,0.12224077398158113
NP_060809.3,master,inf,0.579143634435247
NP_775858.2,master,3.714435823106317,0.2232236320046834
NP_689575.2,master,9.33449329301653,0.2675545081641695
NP_115554.2,master,inf,0.30879929523086347
NP_937790.2,master,8.190602645610216,0.187875162954808
NP_997237.2,master,8.1726376436964,0.19758203302247715
NP_058651.3,master,inf,0.2443289350251104
NP_001010891.4,master,8.400982814499729,0.2584437832776942
NP_065176.3,master,4.152084411971874,0.35428764557311865
NP_079436.4,master,7.973853587059521,0.049579757281045266
NP_001124396.2,master,7.40397827910296,0.09246882053820406
NP_660149.2,master,5.998812434599092,0.07112771333747958
NP_001160093.1,master,inf,0.8882672211739437
NP_003641.3,master,9.384660178816848,0.0887648470362839
NP_003306.3,master,inf,0.23739716367819522
NP_001159864.1,master,inf,0.3613346117740225
NP_115627.6,master,inf,0.4423346505024405
NP_116251.4,master,6.980462964703924,0.21105769456374376
NP_001159735.1,master,inf,0.03132997803913001
NP_060838.3,master,10.987266487164307,0.02679394751908766
NP_078888.4,master,8.775871175518084,1.0131469937509123
NP_001159741.1,master,9.573229170330178,0.19941126960975772
NP_996826.2,master,6.84872184043084,0.15830539003501756
NP_001159711.1,master,inf,0.017268731215332463
NP_001159681.1,master,6.081075836999384,0.8936663670819585
NP_057049.5,master,inf,0.011120550875224134
NP_001159506.1,master,inf,0.6660071134483934
NP_543026.2,master,6.312258019918039,0.9295152845921296
NP_056121.2,master,inf,0.07387412816466159
NP_542391.2,master,inf,0.25367178060113116
NP_005015.1,master,inf,0.4796852648321971
NP_005101.1,master,inf,0.4794417856260896
NP_004953.1,master,6.802777483762052,0.49850061713784627
NP_004607.1,master,inf,0.2869812381754126
NP_004701.1,master,6.9517395790687155,0.11871509675573882
NP_004588.1,master,inf,1.7256984406116662
NP_004581.1,master,3.141539145986788,0.03777775928360873
NP_004274.1,master,inf,0.36242981013916964
NP_004689.1,master,inf,0.6204726687856705
NP_004868.1,master,inf,0.1441554843420117
NP_004441.1,master,inf,0.004877284638756648
NP_004811.1,master,inf,0.737101862013042
NP_004366.1,master,inf,0.19792611865197604
NP_004647.1,master,inf,0.018667865786692002
NP_004031.1,master,inf,0.06264333374058167
NP_000205.1,master,inf,0.03226407677369364
NP_000811.1,master,inf,0.36867356526993816
NP_000113.1,master,inf,0.6028983071592738
NP_003895.1,master,7.620465453777866,0.109816664275628
NP_003349.1,master,inf,1.1809916471965556
NP_003328.1,master,6.0665006121775145,0.45734070019591183
NP_003256.1,master,inf,0.4890924441546759
NP_003253.1,master,inf,0.6782504614684228
NP_003240.1,master,inf,0.21344620447796728
NP_000349.1,master,inf,0.5452897859207411
NP_003137.1,master,inf,0.5141263886695779
NP_003085.1,master,inf,0.07083537851015159
NP_000014.1,master,12.694518382205928,0.36903899525217937
NP_003861.1,master,inf,0.5904939303195901
NP_001021.1,master,11.904596913270861,0.022609371943197655
NP_001012.1,master,inf,0.0022540646735831234
NP_001011.1,master,10.14949689184833,0.27625541804556425
NP_002807.1,master,11.193865798049051,0.12097622371446459
NP_002791.1,master,inf,0.048185219714058265
NP_002764.1,master,inf,0.3470980372582877
NP_000292.1,master,inf,0.00010988127688094165
NP_002612.1,master,inf,1.415153473506156
NP_002610.1,master,inf,0.24164365828421278
NP_002558.1,master,inf,0.2704344844970744
NP_003681.1,master,10.549277567432584,0.6251767132583093
NP_003891.1,master,inf,0.07402699205075458
NP_002452.1,master,inf,0.5479701358551151
NP_002423.1,master,inf,0.07785555993471563
NP_002220.1,master,inf,0.07101141529683036
NP_002154.1,master,8.574552281024985,0.037300261628903264
NP_001531.1,master,inf,0.03740933867091605
NP_001530.1,master,inf,0.07948128872025413
NP_000403.1,master,inf,0.238759207654811
NP_002086.1,master,inf,0.1721878675356179
NP_000170.1,master,inf,1.6706886995388073
NP_001502.1,master,inf,0.2975278357204502
NP_000165.1,master,10.817435125555278,0.15136256372335186
NP_002052.1,master,inf,0.8488373182883995
NP_002020.1,master,8.403901675420409,0.40734394671984403
NP_002013.1,master,9.869852672228209,1.0708328231369029
NP_003741.1,master,inf,0.2859204314232469
NP_001403.1,master,inf,0.7034026409865187
NP_001955.1,master,inf,0.07398456092576199
NP_001354.1,master,inf,0.9436855978886043
NP_001335.1,master,inf,0.383976182859444
NP_000777.1,master,inf,0.36824646785394766
NP_001902.1,master,inf,0.10214625330566886
NP_001314.1,master,inf,0.22407424685514013
NP_001879.1,master,inf,0.21264192330034803
NP_001302.1,master,inf,0.06274824038004297
NP_001855.1,master,11.863979062362597,0.06786048706368629
NP_001827.1,master,inf,0.38759155785263116
NP_001818.1,master,inf,0.0008401993910596534
NP_000708.1,master,inf,0.37986970581720314
NP_001702.1,master,inf,0.5134054807856464
NP_001176.1,master,inf,0.1331568776908456
NP_001670.1,master,inf,0.49111308219643185
NP_001168.1,master,9.022288692192328,0.2715489707293195
NP_001651.1,master,inf,1.0335849798294512
NP_001640.1,master,inf,0.14326742168304565
NP_000660.1,master,inf,0.8011570575936794
NP_001092.1,master,inf,0.31962770966794146
NP_001280142.1,master,10.204365340925273,0.18045258202061357
NP_057329.3,master,inf,0.8878233843142629
NP_001010881.1,master,3.095215398589951,0.23365260735840326
NP_008941.3,master,10.685181909930991,0.21669659367674643
NP_001278295.1,master,8.442403938260549,0.8487828030337498
NP_002059.3,master,inf,0.09079698902559806
NP_060318.4,master,8.365574045696711,0.719782580282051
NP_003706.2,master,11.35040693263788,0.1275484223459414
NP_038265.2,master,11.61325418501001,0.34912302549701923
NP_001274666.1,master,6.121097133707348,0.05904380843783148
NP_001300621.1,master,10.442652960872648,0.942857178473702
NP_001299840.1,master,inf,0.14926067715684405
NP_001299602.1,master,inf,0.8696705157185697
NP_001298111.1,master,inf,0.05701167254561677
NP_056271.3,master,inf,1.4452451838534575
NP_001295350.1,master,6.284599265455009,0.9975673712950492
NP_001295234.1,master,8.877754247254131,0.6427110533402347
NP_001295076.1,master,inf,2.42219553075127
NP_001293124.1,master,8.354864786071884,0.025914633624202387
NP_001294852.1,master,12.905371747520821,2.0733900109877133
NP_001293009.1,master,8.735212565603321,1.4566780112160467
NP_001098549.2,master,inf,0.024011396287013303
NP_443134.3,master,inf,0.5907150092287763
NP_001292584.1,master,inf,0.1933093924887257
NP_001292510.1,master,7.92250599631771,0.8486561009300517
NP_001292132.1,master,4.25683366346191,0.22586828988207788
NP_001292093.1,master,9.466147640885,0.0819257101340331
NP_001292034.1,master,7.855653556446411,0.12010378194862152
NP_001292031.1,master,inf,0.6492795197055716
NP_001291922.1,master,inf,0.39978956193908
NP_001291762.1,master,6.706756243505025,0.1224812734793624
NP_001291720.1,master,8.465171332159333,0.11551803230511515
NP_001291693.1,master,inf,0.059870913417570754
NP_001291691.1,master,6.654293543940858,0.023473998579267016
NP_001291479.1,master,inf,2.0038567278965687
NP_001291433.1,master,5.2005290893424165,0.08217520563110983
NP_001291438.1,master,inf,0.6388464187696373
NP_001291415.1,master,12.491144738420575,0.06716868987685873
NP_001291386.1,master,inf,0.565925992086627
NP_001291357.1,master,7.467978951337549,0.08665276722550297
NP_001291347.1,master,inf,0.3214886374748743
NP_001291349.1,master,7.121457458980251,0.34182638722084807
NP_001158730.1,master,inf,0.08805259854958536
NP_004851.2,master,inf,0.10143019597853478
NP_001158507.1,master,6.528297967886335,0.3016340014635523
NP_001158283.1,master,inf,0.02447951736479462
NP_001158233.1,master,inf,0.5992482317568533
NP_073581.2,master,inf,0.18270962666629273
NP_001013694.4,master,7.41552976318553,0.4755364727227903
NP_066918.2,master,inf,0.5633337360565932
NP_064550.3,master,inf,0.1771852808756446
NP_001157973.1,master,inf,0.8229023947160099
