p.accession,p.type,target.LPGF,decoy.LPGF
NP_001193856.1,master,0.5982162841482068,-0.9889611724517703
NP_060935.2,master,inf,0.4351523666679894
NP_001193670.1,master,3.080525488667497,0.08207717966864508
NP_002263.3,master,inf,0.020686278194117436
NP_001193599.1,master,inf,0.3083769572248521
NP_001073888.2,master,inf,1.5608150513611818
NP_001193411.1,master,inf,0.5975938467640821
NP_001193356.1,master,14.574378528479397,NA
NP_001192181.1,master,3.629915675322158,NA
NP_056288.2,master,inf,0.4522609511753857
NP_055820.2,master,5.874090842819316,0.09273734166791948
NP_001191815.1,master,12.436602567165925,NA
NP_001809.3,master,2.371880326662577,NA
NP_001191791.1,master,7.0549853337799515,NA
NP_001191759.1,master,3.1283278437499265,NA
NP_003592.3,master,inf,0.24616562116117363
NP_113619.2,master,inf,0.0949948886169498
NP_001191385.1,master,2.2847541270435516,NA
NP_001191376.1,master,13.587233849164985,NA
NP_057594.4,master,inf,0.1718227890849815
NP_001191056.1,master,13.259984571257435,0.4873905868153163
NP_001191020.1,master,inf,NA
NP_001189483.1,master,2.100571823800485,NA
NP_001073933.2,master,5.87653172672189,0.5340561268150148
NP_001189342.1,master,inf,NA
NP_001188505.1,master,12.031864312197744,NA
NP_057737.2,master,inf,NA
NP_057253.2,master,4.543880933234753,0.33296688048444767
NP_598407.1,master,15.35252977886304,0.7532909468393668
NP_001341917.1,master,inf,NA
NP_001341912.1,master,11.843058426760493,NA
NP_001341743.1,master,9.387473729714742,2.0260776995201772
NP_001341501.1,master,10.55441802038958,NA
NP_001339705.1,master,inf,NA
NP_001336665.1,master,inf,0.41799129000282953
NP_001336001.1,master,10.997035157100187,NA
NP_001335010.1,master,1.02508953758011,0.23771408526849028
NP_001334596.1,master,12.18587768981334,NA
NP_001334395.1,master,inf,NA
NP_001317318.1,master,9.810749969632631,NA
NP_001313406.1,master,9.665524605376286,NA
NP_001311210.1,master,inf,0.5214764192920895
NP_001269460.1,master,inf,NA
NP_001268461.1,master,5.638361547466787,NA
NP_005818.2,master,3.393265434306461,NA
NP_001243728.1,master,8.141834244794543,0.21928126768700512
NP_001229712.1,master,inf,0.5747099956515662
NP_478102.2,master,7.295331762481824,NA
NP_001171271.1,master,inf,NA
NP_001161752.1,master,inf,NA
NP_612635.3,master,8.212753896868795,NA
NP_689645.2,master,11.005590316164051,0.23716692006320594
NP_056056.2,master,inf,-0.0003956758609379634
NP_001341088.1,master,inf,NA
NP_001338349.1,master,12.926018517498466,NA
NP_001334352.1,master,inf,0.25796054881680996
NP_001310548.1,master,6.056416449367933,0.4102728370461755
NP_001310550.1,master,2.755033262747047,0.4102728370461755
NP_001310234.1,master,inf,0.6799487342433813
NP_001307995.1,master,inf,NA
NP_001307143.1,master,inf,NA
NP_001304941.1,master,2.97788175820741,0.21168210771188897
NP_001304698.1,master,3.529707725367398,0.4944267846610602
NP_001300822.1,master,inf,0.46184615103048493
NP_001289979.1,master,inf,NA
NP_055490.4,master,inf,-1.0756847200296835
NP_001269373.1,master,3.6028522938881244,NA
NP_001269287.1,master,inf,0.265981408330098
NP_001265715.1,master,6.856519947157736,NA
NP_001265286.1,master,6.482549761133763,NA
NP_005643.2,master,inf,NA
NP_001243731.1,master,14.778498511135322,NA
NP_001242983.1,master,11.761771513142708,NA
NP_001103132.3,master,inf,0.6964709745278429
NP_001229454.1,master,13.532985843321173,NA
NP_001106795.2,master,13.241099227097061,NA
NP_002553.3,master,7.964079753626627,NA
NP_001171988.1,master,10.258864746838077,0.3370171086696984
NP_001518.3,master,inf,NA
NP_001161829.1,master,inf,0.018374071883357643
NP_001159968.1,master,inf,0.5783455841790932
NP_057510.4,master,8.170874549846685,NA
NP_060552.4,master,5.470556367369421,0.2696857625068491
NP_001139580.1,master,6.404226196807561,NA
NP_001139325.1,master,inf,NA
NP_848927.2,master,inf,0.004725952013850814
NP_001135974.1,master,inf,NA
NP_001129206.1,master,5.94063846158238,0.32957003975498644
NP_060096.3,master,inf,0.408399732662269
NP_001120794.1,master,inf,0.0017523860279108384
NP_060547.2,master,8.285378267643534,0.2506891615496131
NP_065828.2,master,5.79037037040182,NA
NP_000192.2,master,inf,0.22920447447983802
NP_006507.2,master,inf,NA
NP_001106849.1,master,5.785325680399376,0.1282100479958551
NP_001104547.1,master,inf,0.1980970156869848
NP_005246.2,master,7.529050424265585,0.27182008108556377
NP_001094064.1,master,inf,0.46726411669629075
NP_079375.3,master,6.737784043384221,0.6356302898087616
NP_056091.1,master,inf,0.6781730141937955
NP_001091683.1,master,3.890357458804545,NA
NP_001267.2,master,inf,NA
NP_056442.2,master,inf,0.6013720108243279
NP_001073936.1,master,inf,0.3196000069961068
NP_000867.2,master,inf,0.19123115501133542
NP_001072989.1,master,13.222196010368036,0.1750151240360005
NP_001070968.1,master,inf,NA
NP_005568.2,master,inf,NA
NP_006842.2,master,inf,NA
NP_065139.2,master,inf,NA
NP_000423.2,master,inf,0.020686278194117436
NP_079434.3,master,inf,0.2066888810232697
NP_006216.2,master,7.833371396634972,NA
NP_001034891.1,master,10.17016720494045,NA
NP_001034673.1,master,13.151816044899027,NA
NP_001034624.1,master,7.3151274038617835,NA
NP_003738.2,master,inf,0.023345829528467633
NP_058132.2,master,6.332579541957104,NA
NP_001026893.1,master,2.888290718661898,0.18601260452819993
NP_001150.3,master,inf,0.7224962392172151
NP_002768.3,master,inf,NA
NP_001121636.1,master,inf,3.2200805478845886
NP_001997.5,master,7.028515848922296,NA
NP_001092763.1,master,2.5378422745631575,0.1718227890849815
NP_001073592.1,master,inf,NA
NP_116256.2,master,4.115923119348529,0.4538634435446217
NP_036360.3,master,inf,NA
NP_000544.2,master,inf,0.35791777189832097
NP_061830.3,master,10.258649524780234,NA
NP_055205.2,master,inf,NA
NP_775786.2,master,7.650387510551401,0.21168210771188897
NP_055969.1,master,inf,NA
NP_001025030.1,master,inf,NA
NP_003371.2,master,inf,NA
NP_001002914.1,master,4.908009119796113,NA
NP_001420.2,master,inf,0.1718227890849815
NP_001001522.1,master,inf,NA
NP_291028.3,master,inf,NA
NP_001131.3,master,inf,0.5340561268150148
NP_060522.3,master,inf,0.3846569524818317
NP_598368.2,master,7.032650120221679,NA
NP_006327.2,master,inf,0.07866378310932166
NP_036286.2,master,8.227291688546183,0.952538313715949
NP_006005.2,master,inf,NA
NP_612367.1,master,inf,NA
NP_113668.2,master,8.834968184723333,0.9439817144653367
NP_000552.2,master,8.176800800084537,0.31850752342224226
NP_006006.3,master,inf,0.2567899094678403
NP_612468.1,master,6.516956814864348,0.41229636508418355
NP_000966.2,master,9.050375060963916,0.42409082789638824
NP_061485.1,master,9.16014919876583,NA
NP_059830.1,master,inf,0.22294718853616508
NP_060277.1,master,inf,NA
NP_058642.1,master,inf,0.18884222005621093
NP_057604.1,master,inf,NA
NP_057416.1,master,8.681315499578796,NA
NP_006133.1,master,inf,NA
NP_005944.1,master,7.713738550143975,NA
NP_004824.1,master,5.80292080302585,1.7315445654673802
NP_000031.1,master,inf,NA
NP_000978.1,master,7.927658346639496,NA
NP_002658.1,master,6.9569956640169845,NA
NP_002183.1,master,inf,NA
NP_002064.1,master,3.336510716380885,NA
NP_001120871.1,master,8.942683438605192,NA
NP_001309125.1,master,6.404226196807561,0.04360849574713867
NP_001309043.1,master,13.273348532815415,0.7325700581853956
NP_001308123.1,master,5.871275468806853,NA
NP_001307730.1,master,inf,NA
NP_001307540.1,master,inf,NA
NP_001307393.1,master,inf,NA
NP_001306130.1,master,inf,NA
NP_001305825.1,master,inf,NA
NP_001305770.1,master,5.871275468806853,0.1402331328943715
NP_001304859.1,master,inf,0.10284039446841468
NP_001303261.1,master,3.7060775931072207,0.7415140522907191
NP_001303243.1,master,12.987041793972141,0.2643927975710566
NP_001291646.2,master,2.7135737076767343,0.09965739209513913
NP_001291744.1,master,inf,0.023758890048325543
NP_001291452.1,master,11.56782335447369,0.8274761453938997
NP_001120963.2,master,7.524261261946928,0.04360849574713867
NP_004043.3,master,9.554443599595988,NA
NP_001836.3,master,inf,NA
NP_001278557.1,master,5.848633329389617,0.08834372883394305
NP_036359.3,master,inf,0.449538580504669
NP_001278092.1,master,inf,NA
NP_001074295.2,master,inf,NA
NP_001276977.1,master,5.331255637930832,0.42676815742264507
NP_006211.2,master,0.932904204129169,0.4939541415967565
NP_001275905.1,master,8.769631344547799,0.5414184341147219
NP_001274355.1,master,inf,NA
NP_001273490.1,master,9.676916619611683,0.09849075324630169
NP_001273015.1,master,inf,NA
NP_001018119.1,master,inf,NA
NP_001014795.1,master,5.216118123291229,0.16512496594011855
NP_002130.2,master,inf,NA
NP_003943.2,master,inf,NA
NP_006209.2,master,inf,1.3770732681416498e-05
NP_067640.2,master,4.65547215381107,0.715573915964442
NP_002198.2,master,inf,NA
NP_061984.2,master,inf,NA
NP_003092.4,master,inf,0.33250120449279935
NP_006243.2,master,inf,0.4538634435446217
NP_079495.1,master,inf,0.5375554697523479
NP_065842.1,master,inf,0.08659373877591155
NP_284941.2,master,inf,0.5117491192132689
NP_058431.2,master,inf,0.053989638897412366
NP_891549.1,master,14.47746851547134,NA
NP_003362.2,master,5.7521156164023965,NA
NP_079108.3,master,9.892053661915458,NA
NP_057438.3,master,4.19041132839545,NA
NP_005555.2,master,inf,NA
NP_001766.2,master,inf,NA
NP_938080.1,master,inf,0.1051361321719773
NP_116179.2,master,5.26724920954997,NA
NP_071347.2,master,inf,NA
NP_006477.2,master,inf,NA
NP_001987.2,master,inf,NA
NP_004628.4,master,inf,NA
NP_036222.3,master,inf,0.29990227890518195
NP_002074.2,master,inf,NA
NP_060095.2,master,4.06091282692087,NA
NP_002635.2,master,inf,0.23013107694119866
NP_787954.1,master,inf,0.8299825007548723
NP_777571.1,master,inf,NA
NP_783163.1,master,inf,NA
NP_000681.2,master,inf,NA
NP_002705.2,master,inf,0.7029541314933158
NP_741995.1,master,7.555624093011439,NA
NP_002112.3,master,inf,0.8836208140360324
NP_055865.1,master,inf,0.16477754201702388
NP_077719.2,master,inf,NA
NP_667339.1,master,inf,NA
NP_689807.1,master,2.6032522344204105,NA
NP_004286.2,master,inf,NA
NP_003316.3,master,inf,NA
NP_653218.1,master,inf,NA
NP_056485.2,master,inf,NA
NP_061184.1,master,inf,0.2183580993945993
NP_057306.2,master,4.633423595204959,0.1759607655103796
NP_006010.2,master,inf,NA
NP_000437.3,master,inf,0.03642117552484036
NP_110517.2,master,6.805981345290519,NA
NP_478123.1,master,10.410162030837368,0.058942047907307296
NP_038472.2,master,inf,NA
NP_443204.1,master,inf,NA
NP_036440.1,master,inf,0.5538582404253433
NP_000180.2,master,inf,0.43374015948023853
NP_115992.1,master,3.1600197756926214,0.02710089165233938
NP_056050.1,master,inf,NA
NP_112485.1,master,11.226041208162666,NA
NP_060587.8,master,inf,NA
NP_004228.1,master,inf,NA
NP_066964.1,master,inf,NA
NP_065724.1,master,inf,NA
NP_037434.1,master,inf,NA
NP_060352.1,master,14.808461734512765,NA
NP_060740.1,master,11.957378187358499,0.8986238424280633
NP_037368.1,master,4.279047191073801,0.10895396764330197
NP_009057.1,master,14.632370475457083,NA
NP_006588.1,master,inf,0.5414184341147219
NP_006410.1,master,4.366207935117234,NA
NP_006316.1,master,inf,NA
NP_005029.1,master,inf,NA
NP_004271.1,master,14.191161776628066,0.6122870254462851
NP_004512.1,master,inf,0.3600894848884985
NP_004253.1,master,inf,NA
NP_004117.1,master,5.471698100079441,0.5264924325116428
NP_004085.1,master,inf,NA
NP_004066.1,master,2.803865770700774,0.16860306111811124
NP_004334.1,master,inf,0.01329998836700625
NP_004039.1,master,inf,NA
NP_000234.1,master,12.506656904598824,0.010946660599303241
NP_000352.1,master,inf,NA
NP_003159.1,master,8.943465563939029,0.2804299495876693
NP_003027.1,master,8.51099384173082,0.09497612525414847
NP_001024.1,master,inf,0.26186884973441127
NP_002938.1,master,inf,NA
NP_002892.1,master,inf,NA
NP_002861.1,master,12.94513887439231,NA
NP_002805.1,master,inf,0.31850752342224226
NP_002766.1,master,inf,NA
NP_000936.1,master,inf,NA
NP_002627.1,master,6.670268453985014,NA
NP_002406.1,master,inf,NA
NP_002195.1,master,inf,0.33296688048444767
NP_002127.1,master,9.851838521314043,0.3045672513056264
NP_000509.1,master,inf,NA
NP_002096.1,master,10.462793998877412,NA
NP_002077.1,master,inf,0.6837214906475784
NP_000160.1,master,inf,0.48009205307500896
NP_001936.1,master,5.768458901324485,NA
NP_000776.1,master,7.069580321827394,NA
NP_000387.1,master,inf,NA
NP_001768.1,master,5.580579230956764,NA
NP_001232.1,master,5.398541372843148,NA
NP_001093.1,master,6.995319503909458,0.16195433323896838
NP_002449.2,master,inf,NA
NP_976072.1,master,7.972894553692041,NA
NP_001535.1,master,3.0552951281890497,NA
NP_001342365.1,master,14.230313900590215,0.624816444975205
NP_001342115.1,master,inf,NA
NP_001341404.1,master,5.093691649698327,1.2450117101293179
NP_001341933.1,master,8.67603015932992,NA
NP_001341838.1,master,inf,0.2732406006825914
NP_001341661.1,master,inf,0.6122870254462851
NP_001341571.1,master,inf,0.40352528745200983
NP_001341203.1,master,6.6954278195804875,0.059230974684330674
NP_001340845.1,master,10.404802051899726,0.9837554737614687
NP_001273063.1,master,4.276365185318693,0.20522854564457277
NP_001272989.1,master,10.800415428354414,0.32591028520884624
NP_001271165.1,master,inf,0.030619786068841054
NP_001271210.1,master,5.707212747665184,NA
NP_001269315.1,master,inf,0.03642117552484036
NP_110425.2,master,6.109973393004737,NA
NP_001258142.1,master,inf,NA
NP_001257903.1,master,0.3583046576382117,0.20299065683202208
NP_001255213.1,master,5.351479360727283,0.1718227890849815
NP_001244120.1,master,inf,1.1552286407332188
NP_006448.4,master,15.000347260751678,NA
NP_001243210.1,master,6.056416449367933,NA
NP_115543.3,master,inf,0.2194638306582828
NP_001230208.1,master,inf,NA
NP_001185798.1,master,inf,0.12260403592432907
NP_001184223.1,master,inf,0.8705474177478764
NP_001123525.2,master,8.113518706938654,NA
NP_001180437.1,master,3.170350150110881,0.15693526497884216
NP_001177875.1,master,3.398142020054487,0.6421052584545084
NP_001171517.1,master,inf,0.3843232439885166
NP_001167621.1,master,2.7936523397941695,NA
NP_001167579.1,master,3.0304800883206275,0.10894169083004863
NP_055659.2,master,5.768458901324485,0.9905738433250563
NP_001268644.1,master,inf,0.1918304476742352
NP_001258833.1,master,inf,NA
NP_001254524.1,master,inf,0.029999389676479707
NP_001245149.1,master,inf,NA
NP_001243442.1,master,inf,NA
NP_004336.3,master,inf,1.5355186374512804
NP_001231178.1,master,inf,NA
NP_001191330.1,master,inf,0.11972814410169558
NP_001186227.1,master,6.3145813842055905,0.8180455373307085
NP_001167638.1,master,9.154416656425573,0.059230974684330674
NP_004698.3,master,4.2594571366461755,NA
NP_001166367.1,master,5.271932184640293,NA
NP_066189.3,master,3.80798960785195,NA
NP_060813.2,master,3.530143759283225,0.2820357478018536
NP_001129166.1,master,9.44743270342513,NA
NP_001008563.2,master,11.314307140494323,NA
NP_001116427.1,master,9.47853964736485,NA
NP_006463.3,master,inf,0.1817114111228527
NP_000844.2,master,inf,0.31004623619992144
NP_001786.2,master,inf,0.00748646472849903
NP_000684.2,master,inf,NA
NP_002347.5,master,inf,NA
NP_001002836.2,master,inf,0.31850752342224226
NP_060087.3,master,inf,0.04770809722031384
NP_004827.4,master,4.38305872760533,0.2953297538842234
NP_001073946.1,master,13.217397127486267,0.573212694046562
NP_001073331.1,master,3.395477791505781,NA
NP_001073272.1,master,inf,0.6325468097531964
NP_060103.2,master,5.57929519464827,NA
NP_002652.2,master,inf,NA
NP_065120.2,master,inf,NA
NP_002058.2,master,inf,1.2635582721503382
NP_000055.2,master,inf,0.07220366510962999
NP_775487.2,master,inf,NA
NP_065797.2,master,inf,NA
NP_001020951.1,master,3.237188264987003,NA
NP_036367.2,master,3.6892805807993696,NA
NP_005860.2,master,5.47631703690122,NA
NP_115820.2,master,5.146599136958305,NA
NP_055527.1,master,inf,0.12971109930919192
NP_068756.2,master,inf,0.08207717966864508
NP_036565.2,master,inf,NA
NP_061848.2,master,inf,0.04360849574713867
NP_776049.1,master,inf,NA
NP_997715.1,master,12.27698281747051,NA
NP_056274.3,master,11.214077077602054,0.42676815742264507
NP_056150.1,master,inf,0.24190003094714826
NP_060738.2,master,inf,0.09723025697729734
NP_065987.1,master,inf,0.07866378310932166
NP_008986.2,master,inf,0.589171163683373
NP_055087.2,master,5.54574526480225,NA
NP_056006.1,master,14.423110853148748,0.0036772343787071834
NP_940879.1,master,2.771365621725855,NA
NP_006355.2,master,inf,NA
NP_938023.1,master,inf,0.01440617592455805
NP_919237.1,master,inf,NA
NP_569733.2,master,inf,0.5186034574463593
NP_002638.2,master,6.802502619869209,0.35524422608135536
NP_877496.1,master,11.10485718760015,0.257013830319361
NP_004422.2,master,5.1939262540594955,0.2857942489244641
NP_003655.3,master,9.239298752253184,2.0723228874728115
NP_060672.2,master,inf,0.031335797563910625
NP_006297.2,master,8.497667058169128,0.061480020989215976
NP_003097.1,master,7.789054356539473,NA
NP_777378.1,master,5.6195277365922465,0.33296688048444767
NP_056330.3,master,9.524832969674764,0.9431352541184895
NP_071451.2,master,inf,NA
NP_060060.3,master,inf,NA
NP_001970.2,master,9.159039246741887,NA
NP_066012.1,master,inf,0.14673139993069015
NP_689862.1,master,inf,0.10872958501195634
NP_689729.1,master,9.391871148949573,NA
NP_062826.2,master,inf,NA
NP_003696.2,master,inf,0.3067966461241435
NP_003521.2,master,inf,NA
NP_002680.2,master,inf,NA
NP_004569.2,master,inf,NA
NP_536355.1,master,inf,0.36548551471094
NP_005338.1,master,inf,NA
NP_006504.2,master,inf,NA
NP_055603.2,master,inf,0.053989638897412366
NP_112420.1,master,13.107634445171179,0.3045672513056264
NP_079097.1,master,8.770909804485823,NA
NP_079094.1,master,7.748322980467597,NA
NP_076986.1,master,13.185212444114866,NA
NP_004521.1,master,4.43637188655222,0.09497612525414847
NP_066956.1,master,inf,0.010946660599303241
NP_061131.1,master,5.57649695249749,NA
NP_055255.1,master,inf,NA
NP_005711.1,master,inf,NA
NP_005315.1,master,inf,NA
NP_004587.1,master,inf,NA
NP_004299.1,master,inf,0.6985295712811928
NP_004292.1,master,10.363472828265007,0.04360849574713867
NP_002681.1,master,inf,0.26897320018240045
NP_002350.1,master,9.05862110806407,0.36227211224741074
NP_001553.1,master,7.660850530623212,0.023758890048325543
NP_002078.1,master,inf,NA
NP_000493.1,master,inf,NA
NP_001963.1,master,inf,NA
NP_003748.1,master,inf,NA
NP_001869.1,master,inf,NA
NP_001648.1,master,9.927437576789147,NA
NP_001619.1,master,inf,NA
NP_001115.1,master,5.2638989663462175,NA
NP_001605.1,master,15.954589770191003,NA
NP_001339198.1,master,2.959297081586986,0.12986407347937826
NP_001338775.1,master,inf,0.5501278399325387
NP_001338863.1,master,inf,NA
NP_001338307.1,master,inf,0.01440617592455805
NP_001338274.1,master,9.663169411383107,0.5747099956515662
NP_001338198.1,master,4.4398967212270355,NA
NP_001337876.1,master,8.089325248842997,NA
NP_660158.2,master,13.015569993742337,NA
NP_073739.3,master,15.954589770191003,0.05084291460708378
NP_001161143.1,master,inf,NA
NP_001159709.1,master,inf,NA
NP_001159449.1,master,14.331340479793102,NA
NP_001159588.1,master,inf,0.01440617592455805
NP_001136336.2,master,inf,NA
NP_001157994.1,master,5.700166123949349,NA
NP_001157918.1,master,inf,0.247707163859519
NP_002963.2,master,inf,NA
NP_001153646.1,master,3.447040826673672,NA
NP_001140160.1,master,inf,0.41454392030046083
NP_001139669.1,master,-1.3837595832078993,-1.5840986918059157
NP_001138536.1,master,8.920510564048689,NA
NP_001861.2,master,inf,0.21458110113668116
NP_073155.2,master,8.074975725752898,NA
NP_060515.3,master,5.545186335769093,NA
NP_060563.2,master,6.752931016925231,NA
NP_055979.2,master,inf,0.3045672513056264
NP_115813.2,master,9.5822640923353,0.13347788523802734
NP_001131020.1,master,inf,NA
NP_001129730.1,master,5.215607805919063,NA
NP_001128714.1,master,inf,NA
NP_060501.3,master,6.60148932634985,NA
NP_001128138.1,master,12.754834592937529,NA
NP_001127958.1,master,inf,NA
