p.accession,p.type,target.LPGF,decoy.LPGF
NP_001035517.1,master,7.574199057181724,1.0689204510736368
NP_660295.2,master,inf,NA
NP_079093.2,master,4.889212856026273,NA
NP_653164.2,master,inf,NA
NP_112578.2,master,5.47631703690122,0.26897320018240045
NP_001035521.1,master,13.301377256415659,NA
NP_001035236.1,master,13.134388310705363,0.54213758394274
NP_001026882.2,master,6.670268453985014,0.09276410350952864
NP_064618.3,master,5.700166123949349,NA
NP_065083.3,master,6.171620576135204,NA
NP_060269.3,master,9.06025016539532,1.3050109192596528
NP_060263.2,master,inf,NA
NP_079413.3,master,5.566063168262756,1.3818964575650854
NP_113618.2,master,inf,0.19913077547220037
NP_003390.4,master,inf,0.02723443269572029
NP_060866.2,master,6.024977699093766,0.13347788523802734
NP_004361.3,master,inf,0.07078567154361967
NP_031375.3,master,inf,0.31004623619992144
NP_002570.2,master,12.004712066154129,NA
NP_115598.2,master,4.256015905978446,0.6679248492909475
NP_005721.3,master,3.2598197885118405,NA
NP_005840.2,master,12.987041793972141,NA
NP_055215.2,master,inf,0.5976483687002409
NP_003071.2,master,inf,NA
NP_060129.2,master,6.534389615388593,NA
NP_055071.2,master,11.556094220052866,1.6988047895932554
NP_001035207.1,master,inf,0.48242764796627297
NP_055520.3,master,inf,-0.07403551030335101
NP_006067.3,master,inf,NA
NP_658985.2,master,inf,NA
NP_803136.2,master,inf,0.5117491192132689
NP_061913.3,master,5.339946282486263,0.4538634435446217
NP_006436.3,master,inf,1.4676345027104472
NP_003293.2,master,inf,NA
NP_001035122.1,master,5.167244211131418,NA
NP_665857.2,master,inf,NA
NP_149020.2,master,0.8292735114490011,-0.15231005899924335
NP_085150.1,master,4.520573533391481,0.06795648291430789
NP_003904.3,master,inf,1.9318077826783326
NP_000084.3,master,4.340370243217769,NA
NP_001034786.1,master,9.354391785140605,NA
NP_001034782.1,master,inf,0.1023732573303152
NP_001013671.2,master,3.3843974964342762,NA
NP_054752.3,master,inf,NA
NP_001026873.2,master,inf,NA
NP_524147.2,master,15.653559774527022,NA
NP_078822.3,master,13.191161776628066,0.490830476997232
NP_066990.3,master,12.044659510438173,NA
NP_060536.3,master,6.653444393468507,NA
NP_036204.2,master,inf,NA
NP_005379.3,master,inf,NA
NP_001034656.1,master,4.420705696136745,NA
NP_001034658.1,master,7.090486999165903,NA
NP_060774.2,master,3.727104797856196,0.37384112881149606
NP_612449.2,master,inf,NA
NP_002365.3,master,inf,0.2749996305047008
NP_001034627.1,master,7.304207062327474,0.11281700903054422
NP_683692.2,master,inf,0.07300658521287622
NP_078988.2,master,inf,0.43374015948023853
NP_001839.2,master,inf,0.39676661449612766
NP_705841.2,master,inf,NA
NP_001034568.1,master,9.856595722460028,0.9366602854727427
NP_001034556.1,master,11.782775589139856,NA
NP_569710.2,master,11.200149691815438,0.47669457843899893
NP_077307.2,master,6.317288740891609,NA
NP_057314.2,master,inf,0.0686461784938961
NP_005899.3,master,inf,NA
NP_001033796.1,master,7.16054528027971,NA
NP_001033791.1,master,15.000347260751678,NA
NP_031376.3,master,inf,NA
NP_085056.2,master,inf,NA
NP_001033073.1,master,inf,0.7110195817743681
NP_001001669.2,master,inf,0.04577499531450074
NP_006330.2,master,inf,0.01440617592455805
NP_001958.2,master,inf,0.4165156267293508
NP_001032722.1,master,inf,0.05496123006635057
NP_001032726.1,master,8.723619778231571,NA
NP_003116.2,master,inf,0.10872958501195634
NP_001032752.1,master,inf,NA
NP_001032360.1,master,inf,0.5042970445388929
NP_003898.2,master,inf,1.344410175722744
NP_001032642.1,master,inf,NA
NP_001032382.1,master,12.955024281965022,0.2877403177784277
NP_057383.2,master,inf,NA
NP_061917.3,master,inf,0.3703379502046853
NP_065816.2,master,inf,-0.04514702792945602
NP_004277.2,master,inf,0.11636682682156077
NP_055670.1,master,inf,NA
NP_068579.3,master,inf,0.9119094406925711
NP_001032242.1,master,inf,NA
NP_006022.3,master,6.7398390141383615,0.07222905684841839
NP_001032238.1,master,6.482086999236807,NA
NP_115548.1,master,7.310862931190971,0.13302804745802957
NP_997717.2,master,inf,NA
NP_055672.3,master,inf,0.32591028520884624
NP_001030335.1,master,inf,NA
NP_001029196.1,master,inf,0.017491863984908415
NP_001030168.1,master,inf,0.11150830931528276
NP_065118.2,master,6.184165934817141,NA
NP_444283.2,master,9.495400905698096,NA
NP_001028694.1,master,inf,NA
NP_001028675.1,master,inf,1.1335334001994035
NP_001028260.2,master,11.056062040062926,NA
NP_071936.2,master,inf,0.5860277561760985
NP_055203.4,master,inf,NA
NP_004645.2,master,12.834015838985154,0.06429717939505947
NP_001275512.1,master,6.184976186898712,NA
NP_001274672.1,master,6.091330266358064,NA
NP_001274456.1,master,4.6872249165046975,0.5338206985651434
NP_659452.3,master,13.335496439564261,NA
NP_689821.3,master,inf,NA
NP_001005242.2,master,6.415556593361704,NA
NP_073752.5,master,11.200317901507544,0.1718227890849815
NP_060529.4,master,1.9939460311336639,1.5473444405128354
NP_076945.2,master,7.6764395809810715,NA
NP_061877.1,master,inf,NA
NP_573441.2,master,inf,NA
NP_060228.3,master,inf,0.0218436331561181
NP_061923.2,master,9.978521463093232,0.2920671607146386
NP_060229.3,master,3.4679680287650028,1.0303391243303215
NP_004362.2,master,5.296180000418103,0.22086429212658248
NP_001798.2,master,6.0033184258157055,0.26897320018240045
NP_115558.3,master,inf,NA
NP_037518.3,master,15.954589770191003,NA
NP_001078949.1,master,2.799938232074954,0.15501213807522946
NP_115501.2,master,inf,NA
NP_001091046.1,master,inf,NA
NP_055726.3,master,inf,NA
NP_001091104.1,master,3.6369634981825976,0.1260509811350409
NP_001091110.1,master,14.724140848812729,NA
NP_001073881.2,master,13.182268063468083,0.3370171086696984
NP_001091089.1,master,4.628747501891868,NA
NP_000502.4,master,15.000347260751678,NA
NP_997281.2,master,12.820731644987669,NA
NP_787096.2,master,5.395228289783035,NA
NP_006717.2,master,3.2100471571386997,0.05061545654728101
NP_001091058.1,master,inf,0.3045672513056264
NP_006486.3,master,inf,NA
NP_055851.1,master,inf,NA
NP_783859.1,master,15.954589770191003,NA
NP_003957.2,master,9.320988420635043,NA
NP_079498.2,master,inf,NA
NP_001013682.2,master,inf,0.842448429778703
NP_001015072.2,master,6.491109664469608,NA
NP_653284.2,master,15.653559774527022,NA
NP_006653.2,master,inf,1.1110884892285278
NP_872299.2,master,6.780950759084806,0.15840986524830478
NP_078947.3,master,12.448626252172877,0.2021908931945116
NP_062535.2,master,inf,0.829052533628854
NP_001078868.1,master,inf,0.9573797200898023
NP_001078841.1,master,4.806336914586876,NA
NP_001078834.1,master,5.59058665589376,NA
NP_003559.2,master,inf,NA
NP_036211.2,master,15.05149978319906,NA
NP_653259.3,master,inf,0.07669851475635246
NP_859052.3,master,inf,0.36227211224741074
NP_775811.2,master,4.547836211870379,0.13302804745802957
NP_075384.3,master,inf,0.19913077547220037
NP_060609.2,master,5.94063846158238,0.16195433323896838
NP_001077861.1,master,7.739013493388442,NA
NP_001077432.1,master,6.856519947157736,0.26186884973441127
NP_071330.3,master,inf,2.0370097507962486
NP_775733.3,master,inf,NA
NP_002284.3,master,inf,1.1458542065514985
NP_203751.2,master,5.020026003989493,1.4662153879866704
NP_443089.3,master,inf,0.0686461784938961
NP_079341.2,master,inf,0.3506944123361712
NP_001077395.1,master,9.3682757294517,NA
NP_112492.2,master,4.246098405028324,0.861945241853592
NP_076427.2,master,inf,0.6381967320636364
NP_067653.3,master,inf,1.2863801877971146
NP_065746.3,master,4.038569516972273,0.49766313389599015
NP_775901.3,master,6.035523973232032,0.0664228891232657
NP_060164.3,master,11.842085311423842,NA
NP_031387.3,master,inf,NA
NP_005504.2,master,inf,NA
NP_064621.3,master,inf,0.9868171793412642
NP_059116.3,master,14.046104751312354,NA
NP_115984.3,master,inf,0.5043410259538786
NP_056060.2,master,inf,NA
NP_056234.2,master,inf,0.12441577205823182
NP_055945.2,master,6.3708010350001185,0.15501213807522946
NP_001077090.1,master,4.6335982651926235,0.1785008862190058
NP_036423.4,master,inf,0.21928126768700512
NP_005920.2,master,inf,NA
NP_005003.2,master,8.9915339207006,NA
NP_060481.3,master,inf,0.06160695664666239
NP_060224.3,master,inf,0.17008242579966837
NP_004676.3,master,inf,NA
NP_001084.3,master,inf,0.1517579527676564
NP_115527.3,master,14.675836169238174,NA
NP_078959.3,master,inf,NA
NP_002208.3,master,inf,NA
NP_056144.3,master,inf,NA
NP_008987.2,master,7.0542756144885335,NA
NP_653251.2,master,15.653559774527022,0.21564603238396723
NP_060553.4,master,5.717302203652513,NA
NP_004524.3,master,inf,0.17340157270493026
NP_003067.3,master,7.645435390203244,NA
NP_115512.3,master,2.803024457988695,0.1260509811350409
NP_542390.2,master,7.666924183815702,NA
NP_060921.3,master,2.1950110997736374,0.0664228891232657
NP_003206.2,master,8.7445482917529,NA
NP_699196.2,master,inf,0.018573635663780244
NP_000932.3,master,inf,0.42409082789638824
NP_079357.2,master,inf,0.40723193086453713
NP_067054.1,master,inf,NA
NP_055983.1,master,inf,0.00030239770548979943
NP_057136.2,master,inf,NA
NP_005981.3,master,inf,0.25696757449818386
NP_996898.2,master,inf,0.5904027498713846
NP_004658.3,master,inf,0.7215523571663768
NP_689730.2,master,3.5197462854969643,2.735870709409812
NP_079414.3,master,8.73310352107805,0.16512496594011855
NP_001074248.1,master,3.7366461620184537,0.09497612525414847
NP_060470.2,master,7.782906818353612,0.8588499007958027
NP_588615.2,master,1.6452348017691367,0.580961193638543
NP_001074318.1,master,6.9356666865097205,1.2635582721503382
NP_037408.2,master,inf,NA
NP_001028229.1,master,3.1680741601469524,NA
NP_787052.3,master,14.222196010368036,0.08207717966864508
NP_036311.3,master,5.606920851064576,NA
NP_114032.2,master,12.932161399005517,0.7473240985673494
NP_001027559.1,master,inf,NA
NP_001027565.1,master,inf,0.44097794009550306
NP_057393.2,master,6.711863484340098,0.35791777189832097
NP_006837.2,master,4.3174220178627465,0.3388035418960744
NP_056990.3,master,4.137528616084445,0.1402331328943715
NP_000176.2,master,inf,0.14183257072633015
NP_001027392.1,master,3.322120082874416,0.040302053951840264
NP_001027454.1,master,inf,0.009384039545518948
NP_001027455.1,master,7.240329250721819,0.009384039545518948
NP_055928.3,master,inf,0.15542173425324912
NP_060542.4,master,inf,-0.1711771180241349
NP_006452.3,master,inf,0.16253455307397363
NP_001867.2,master,11.846024746458168,0.031335797563910625
NP_001027005.1,master,1.9934194510641652,NA
NP_002071.2,master,inf,0.8511578355965198
NP_001026976.1,master,8.07143466546884,0.06998513197719032
NP_001026971.1,master,5.50836010417514,0.6248164449752046
NP_001026883.1,master,15.05149978319906,1.8113051876227568
NP_001026881.1,master,inf,NA
NP_001026871.1,master,inf,0.020686278194117436
NP_004317.2,master,8.604693129626625,0.9651891700386284
NP_001026788.1,master,8.28058195148719,NA
NP_001660.2,master,12.676980555886912,NA
NP_001025180.1,master,inf,NA
NP_000664.2,master,5.686428507278693,0.09497612525414847
NP_055857.1,master,inf,0.5645882678143194
NP_000662.3,master,inf,NA
NP_001025056.1,master,13.612167089368796,NA
NP_001025053.1,master,inf,NA
NP_689764.3,master,6.935832376434723,NA
NP_055888.1,master,inf,0.408399732662269
NP_000365.3,master,inf,NA
NP_085139.2,master,14.699317265087696,NA
NP_775864.3,master,8.360279279387687,0.3703379502046853
NP_002014.2,master,inf,0.1051361321719773
NP_002854.3,master,3.752038082393944,0.45249509323258214
NP_055791.1,master,inf,0.07749854530259852
NP_002207.2,master,inf,0.09883180290943502
NP_068752.2,master,2.492576633746249,NA
NP_060334.2,master,inf,NA
NP_001020262.1,master,6.0502798938752855,3.883581024087964
NP_001957.2,master,14.507431738848783,0.42346970246410587
NP_071905.3,master,inf,NA
NP_001020402.1,master,6.476856267017593,NA
NP_001020118.1,master,12.534138911084936,NA
NP_003460.2,master,8.771098990900192,0.24046029986927206
NP_001020127.1,master,6.379994903468122,0.030619786068841054
NP_001701.2,master,inf,0.034731293654390795
NP_001019837.1,master,2.7017989264946887,NA
NP_001019845.1,master,5.864313478085886,0.1051361321719773
NP_982278.3,master,7.159561084712468,NA
NP_004161.4,master,2.940274239602031,0.1023732573303152
NP_009115.2,master,inf,0.686388745964635
NP_055827.1,master,6.502382009964052,NA
NP_115553.2,master,inf,0.21564603238396723
NP_116231.2,master,2.02656106747721,0.07996172796771032
NP_001280.3,master,inf,0.6488622365085409
NP_059988.3,master,inf,NA
NP_001018024.1,master,10.03740366590581,NA
NP_057340.2,master,11.361481002410365,NA
NP_005236.2,master,inf,0.11693730169852591
NP_001018000.1,master,3.9016562772389265,0.074916866846268
NP_073585.8,master,inf,NA
NP_001013725.2,master,inf,-0.16475371338107908
NP_005989.3,master,inf,NA
NP_001017926.1,master,10.664635343673204,NA
NP_001017995.1,master,inf,0.5245067134137742
NP_001017992.1,master,inf,NA
NP_060760.2,master,inf,0.25433437000354797
NP_056519.1,master,7.694171371639774,NA
NP_001017970.1,master,6.626262035213141,NA
NP_612502.1,master,7.551824442839015,NA
NP_001017921.1,master,7.777792005478445,NA
NP_065070.1,master,7.623571883344523,1.0689204510736368
NP_003300.1,master,inf,NA
NP_115717.3,master,inf,NA
NP_065068.1,master,inf,0.247707163859519
NP_056169.1,master,inf,0.6012070575469494
NP_115910.1,master,14.386388046124008,1.3694665531144055
NP_055431.1,master,inf,2.834299650080985
NP_001910.2,master,6.48353509747255,0.8523323988057796
NP_056493.3,master,1.8812548151916075,0.334630049513358
NP_055907.3,master,inf,0.09434253107870517
NP_705838.3,master,inf,-0.060641557213240486
NP_001014402.1,master,inf,0.1023732573303152
NP_001014313.1,master,5.953438291620882,NA
NP_001013758.1,master,1.7104165401278113,0.4872637052401129
NP_060831.2,master,inf,NA
NP_001010872.1,master,inf,0.07078567154361967
NP_001012772.1,master,6.6326938556827235,NA
NP_660333.2,master,4.735294409461357,1.5249739598363785
NP_055517.3,master,1.9377253879375438,0.39263792132849595
NP_057673.2,master,inf,NA
NP_001012267.1,master,4.653709761980498,NA
NP_001011658.1,master,6.752931016925231,NA
NP_001009941.1,master,6.194423458372175,NA
NP_001010942.1,master,inf,0.27721139772784775
NP_001010846.1,master,5.375719243716425,NA
NP_001010905.1,master,inf,NA
NP_001010853.1,master,inf,0.12971109930919192
NP_001009931.1,master,10.31135824537535,NA
NP_055871.1,master,inf,NA
NP_055970.1,master,3.4107773547583387,NA
NP_055950.1,master,inf,0.26897320018240045
NP_036465.2,master,inf,NA
NP_001008938.1,master,13.620136019040073,0.5844380967076052
NP_689478.1,master,8.284703825362595,NA
NP_149079.2,master,6.646938618012215,0.3584323340951597
NP_031374.2,master,10.371040753690501,NA
NP_008876.3,master,5.39415421408719,NA
NP_009192.2,master,2.8273077266360747,NA
NP_061332.2,master,11.700670509616092,NA
NP_060853.3,master,inf,NA
NP_057375.2,master,3.098982247138206,NA
NP_005852.2,master,10.156106246347692,0.0016075473176615574
NP_001008216.1,master,9.143343759739372,NA
NP_001007562.1,master,inf,NA
NP_004989.2,master,inf,NA
NP_079286.2,master,3.6804064016816147,NA
NP_003557.2,master,inf,0.12300521060417925
NP_065994.1,master,inf,0.017491863984908415
NP_078922.1,master,inf,0.3139416799469902
NP_612435.1,master,4.5450842666149835,0.25796054881680996
NP_067062.1,master,inf,0.2833287706055723
NP_066010.1,master,6.123393726482168,NA
NP_055412.2,master,inf,0.1644074174236807
NP_055635.3,master,inf,0.1759607655103796
NP_037418.3,master,inf,NA
NP_075392.2,master,inf,NA
NP_060250.2,master,13.347134746976336,0.1817114111228527
NP_004459.2,master,8.583128910675658,NA
NP_001005353.1,master,13.057512766981583,0.14829540563558027
NP_001005473.1,master,7.594152139905176,NA
NP_004572.3,master,inf,NA
NP_005054.3,master,inf,NA
NP_006381.2,master,12.795022576957383,1.4370048415426924
NP_057413.2,master,6.46886986374277,NA
NP_001120.3,master,inf,NA
NP_001004720.1,master,inf,NA
NP_001004304.1,master,14.724140848812729,NA
NP_060681.2,master,inf,NA
NP_001004125.1,master,11.675105341161794,NA
NP_001003803.1,master,14.091266910070548,0.06160695664666239
NP_001003938.1,master,15.000347260751678,0.00748646472849903
NP_006412.2,master,inf,0.9870065037122404
NP_775738.3,master,inf,NA
NP_057582.2,master,10.893544633152029,0.14829540563558027
NP_001003681.1,master,inf,NA
NP_001003665.1,master,6.056416449367933,NA
NP_061329.3,master,14.875408524143378,NA
NP_789788.1,master,10.578140565593687,NA
NP_001002862.1,master,4.694733351692219,NA
NP_060541.3,master,15.653559774527022,0.8788022537110934
NP_062536.2,master,inf,0.10411584443691818
NP_060734.2,master,12.26209536268792,NA
NP_004719.2,master,inf,NA
NP_001181.2,master,8.001332063125316,NA
NP_055887.3,master,2.3312104101165714,0.13755709858968876
NP_000281.2,master,inf,0.715573915964442
NP_055739.2,master,inf,0.4300177189151711
NP_057126.2,master,inf,NA
NP_036381.2,master,4.512684293475179,NA
NP_001001974.1,master,9.79026517421351,NA
NP_079285.2,master,inf,0.05810986033704519
NP_004474.2,master,inf,NA
NP_057097.2,master,inf,NA
NP_056203.2,master,inf,NA
NP_001001850.1,master,2.605456906581615,0.07178645044981626
NP_001001790.1,master,1.620969604377035,NA
NP_006576.2,master,8.064982370342168,1.6695303760063662
NP_001001711.1,master,4.922014873565705,NA
NP_003818.2,master,inf,NA
NP_036424.2,master,4.231430955533533,0.16512496594011855
NP_001001420.1,master,15.954589770191003,2.0260776995201772
NP_060619.4,master,inf,0.04426045691490439
NP_006758.2,master,inf,0.4102728370461755
NP_001001330.1,master,inf,NA
NP_000436.2,master,4.204226052575859,0.4413184675835444
NP_597677.2,master,4.3344514091352915,0.5270018689124661
NP_000622.2,master,15.000347260751678,0.7370566113292127
NP_003128.3,master,inf,0.12971109930919192
NP_062552.2,master,inf,NA
NP_998776.1,master,15.954589770191003,0.5338206985651434
NP_998754.1,master,inf,0.019587659402117145
NP_060309.2,master,inf,0.7883782845019663
NP_064507.3,master,inf,NA
NP_056069.2,master,inf,0.017491863984908415
NP_065851.1,master,3.9591409177536376,0.6144920011903318
NP_997275.1,master,inf,NA
NP_997227.1,master,inf,NA
NP_997001.1,master,5.80292080302585,NA
NP_079038.2,master,4.147197956690668,NA
NP_005160.2,master,2.6597229501878137,NA
NP_954712.1,master,inf,NA
NP_612392.1,master,inf,0.43187495097026873
NP_054825.2,master,inf,0.023758890048325543
NP_061331.2,master,inf,NA
NP_060564.2,master,inf,NA
NP_055144.3,master,inf,0.1893759828657908
NP_001063.2,master,8.368001745446094,0.03642117552484036
NP_982293.1,master,6.856519947157736,1.8563696285952693
NP_689606.2,master,inf,0.2194638306582828
NP_061969.3,master,5.831332401298899,0.020686278194117436
NP_996531.1,master,inf,NA
NP_110420.3,master,6.091330266358064,NA
NP_071739.2,master,inf,0.2804299495876693
NP_995319.1,master,inf,NA
NP_987095.1,master,inf,NA
NP_995317.1,master,9.993931140277535,0.580961193638543
NP_002696.3,master,inf,0.3600894848884985
NP_115659.1,master,6.477586196989536,NA
NP_065779.1,master,inf,0.24046029986927206
NP_987101.1,master,6.6375884675597305,NA
NP_987100.1,master,4.170546691380408,NA
NP_056076.1,master,inf,0.6519406055207662
NP_036548.1,master,inf,0.1232577385278281
NP_056307.2,master,12.5798414241809,0.26897320018240045
NP_001352.2,master,inf,NA
NP_055812.1,master,10.461604611649049,NA
NP_071363.1,master,5.271123503642458,0.004554295629913745
NP_055789.1,master,inf,0.5917991963539743
NP_976059.1,master,inf,NA
NP_149129.2,master,inf,0.030619786068841054
NP_981967.1,master,5.062968561824646,NA
NP_981947.1,master,3.325396977437743,NA
NP_976320.1,master,inf,NA
NP_001373.2,master,15.954589770191003,NA
NP_036595.2,master,inf,1.3362697423143715
NP_976227.1,master,3.663155194248786,NA
NP_612476.1,master,5.457908629065531,0.764594544401936
NP_115664.2,master,6.830416347759334,NA
NP_008894.2,master,14.091266910070548,NA
NP_003995.2,master,inf,NA
NP_817124.1,master,inf,NA
NP_976043.1,master,10.03583568814983,NA
NP_974197.1,master,inf,NA
NP_056528.2,master,4.869337963673836,NA
NP_291027.3,master,6.668876832078435,0.2194638306582828
NP_000182.2,master,inf,NA
NP_055926.1,master,inf,1.2382857762004118
NP_116193.2,master,inf,NA
NP_001014305.1,master,5.353703885890799,0.38787426771251277
NP_001014364.1,master,inf,NA
NP_001013685.1,master,inf,NA
NP_001074.2,master,3.8476502566141213,2.7912639727394577
NP_055951.2,master,inf,0.0017523860279108384
NP_001009894.2,master,inf,NA
NP_005181.2,master,4.477581674960401,1.1813976523022918
NP_001012991.1,master,5.00034211582089,NA
NP_001010854.1,master,7.805349685622652,0.6508298773401225
NP_114437.2,master,inf,0.5825908183720512
NP_001012474.1,master,8.53389334765419,NA
NP_001012329.1,master,inf,0.29468702362454324
NP_002293.2,master,10.25750696113105,NA
NP_001011663.1,master,5.216118123291229,NA
NP_078916.3,master,13.401921554078811,NA
NP_796375.3,master,5.894976782088622,NA
NP_001011725.1,master,2.9250397254264024,NA
NP_001561.3,master,6.624022457660045,0.31850752342224226
NP_085058.3,master,inf,0.29468702362454324
NP_057724.2,master,inf,NA
NP_060436.4,master,inf,0.033674451191212186
NP_110379.2,master,inf,0.5125103717866257
NP_001009552.1,master,8.4971306007454,NA
NP_067007.3,master,14.523226006032017,NA
NP_006336.3,master,inf,1.1949903739487366
NP_114171.2,master,6.60505874315267,0.22294718853616508
NP_001007528.1,master,inf,NA
NP_036587.2,master,inf,0.8303550459048054
NP_065194.2,master,inf,1.6581009142255836
NP_001008566.1,master,inf,NA
NP_003272.3,master,inf,NA
NP_037423.2,master,inf,NA
NP_060600.2,master,4.503015993690948,NA
NP_054889.2,master,2.4955807241140358,0.1959190692685296
NP_001008274.1,master,4.606085248865389,0.05144352203380374
NP_077005.2,master,inf,NA
NP_071327.2,master,inf,NA
NP_859067.2,master,inf,1.1554255550335337
NP_061916.3,master,inf,NA
NP_001007524.1,master,inf,NA
NP_004490.2,master,5.028586628283274,0.15449049974708154
NP_112556.2,master,15.954589770191003,0.15449049974708154
NP_004988.2,master,inf,NA
NP_036473.2,master,inf,0.24616562116117363
NP_064581.2,master,inf,0.7302700393238175
NP_060791.3,master,inf,0.08501488366434662
NP_057256.2,master,inf,1.402613611235874
NP_057086.2,master,inf,NA
NP_001713.2,master,inf,0.1402331328943715
NP_060376.2,master,inf,0.06998513197719032
NP_001007027.1,master,8.855235213989355,0.45012051075642123
NP_079172.2,master,inf,1.5134076747543885
NP_775873.2,master,inf,0.033674451191212186
NP_055869.1,master,inf,0.23300258258212986
NP_006833.2,master,inf,NA
NP_001006934.1,master,8.708028930210402,NA
NP_001006641.1,master,13.153872691908619,NA
NP_079408.3,master,6.704132902237076,0.1201093449268936
NP_001007075.1,master,inf,0.004554295629913745
NP_060842.3,master,13.214227080696759,NA
NP_061964.3,master,6.1439273870803985,0.14424556096014998
NP_001006109.1,master,inf,0.14424556096014998
NP_001005752.1,master,6.5166192081487315,0.07220366510962999
NP_006827.1,master,inf,0.20359701810585665
NP_071430.2,master,8.052189735452728,NA
NP_001005738.1,master,7.782906818353612,NA
NP_001812.2,master,inf,NA
NP_004426.2,master,inf,NA
NP_001004439.1,master,12.434499442078161,NA
NP_067017.2,master,inf,0.012086987712395423
NP_065921.2,master,inf,0.09490446058861272
NP_055102.3,master,13.241099227097061,0.3083769572248521
NP_001003897.1,master,6.569088704752101,NA
NP_919261.2,master,inf,1.626677876089095
NP_006467.4,master,inf,NA
NP_149105.3,master,9.569843643236348,NA
NP_004044.3,master,inf,NA
NP_079526.1,master,10.658829204899082,NA
NP_001002926.1,master,12.958954575593454,NA
NP_005426.2,master,inf,0.5708994670962114
NP_057654.2,master,inf,NA
NP_001002841.1,master,14.301377256415659,0.8053710216178598
NP_078881.3,master,inf,0.5520381215659304
NP_005917.2,master,inf,0.5340561268150148
NP_071343.2,master,12.810015562581388,NA
NP_006536.3,master,11.530819781564665,0.08207717966864508
NP_005474.2,master,inf,NA
NP_001272.2,master,inf,0.6095884879444113
NP_001001975.1,master,inf,NA
NP_001001992.1,master,2.7890276627692763,0.6248164449752046
NP_291025.3,master,inf,0.38099963029364364
NP_008883.2,master,8.9557478825957,NA
NP_063937.2,master,inf,0.29850358371261704
NP_060898.2,master,inf,0.0686461784938961
NP_057327.2,master,inf,0.29468702362454324
NP_277047.2,master,5.754127809915458,0.2804299495876693
NP_116248.2,master,8.928315402721399,NA
NP_116129.3,master,11.943103910191597,NA
NP_055182.3,master,inf,NA
NP_001001795.1,master,inf,NA
NP_008879.3,master,inf,0.08834372883394305
NP_694574.3,master,inf,0.05144352203380374
NP_005040.2,master,inf,0.06160695664666239
NP_003004.1,master,inf,NA
NP_001001521.1,master,6.226622154164668,NA
NP_006750.3,master,12.146716638187671,NA
NP_001673.2,master,6.933519033565995,0.17704018735843555
NP_001001503.1,master,9.606508538730633,NA
NP_066553.3,master,inf,0.8114593595002882
NP_061901.2,master,10.162685885123597,1.7170787741849212
NP_001001414.1,master,inf,NA
NP_001001410.1,master,13.610197496505892,NA
NP_998814.1,master,inf,NA
NP_064543.3,master,inf,NA
NP_078939.3,master,5.214523136935863,NA
NP_002442.2,master,inf,1.2483550581228917
NP_659477.2,master,inf,0.27344732144898776
NP_002727.2,master,inf,NA
NP_998783.1,master,inf,0.09883180290943502
NP_055476.3,master,3.9815568236554766,0.01394866981702299
NP_060530.3,master,inf,0.2131171957481525
NP_116204.3,master,inf,0.3067966461241435
NP_000118.2,master,inf,0.2506891615496131
NP_055501.2,master,4.700605166136845,0.2021908931945116
NP_004568.2,master,inf,0.09883180290943502
NP_079265.2,master,4.322214456973987,0.01542103617266106
NP_057649.2,master,12.987510036046507,NA
NP_006839.2,master,4.288404813877105,NA
NP_067680.3,master,7.489783056225466,0.8836208140360324
NP_056436.2,master,7.256224303940194,NA
NP_115647.2,master,inf,0.4301767923728273
NP_660299.2,master,6.056416449367933,NA
NP_066275.3,master,inf,NA
NP_689522.2,master,inf,1.6290159408580647
NP_031377.2,master,inf,0.4384007421346505
NP_004131.3,master,inf,NA
NP_001017420.1,master,5.59439069684416,0.3139416799469902
NP_001015877.1,master,9.564812381459607,NA
NP_001015892.1,master,7.251598621690071,0.2440686164212436
NP_065904.1,master,4.8747707388018116,NA
NP_001015055.1,master,10.239163084601524,NA
NP_037511.2,master,inf,1.1661937384499284
NP_004437.2,master,inf,0.05706936198688389
NP_963906.1,master,inf,0.31850752342224226
NP_003205.2,master,13.280647771556916,0.06311498587847857
NP_055754.2,master,inf,0.287408428439381
NP_940916.2,master,inf,NA
NP_963893.1,master,3.1805715791230926,NA
NP_060823.3,master,inf,0.1746223638295438
NP_000088.3,master,inf,NA
NP_958854.1,master,11.55586873416547,NA
NP_055889.2,master,inf,0.7464783446838905
NP_904325.2,master,inf,0.5703870856282093
NP_078917.2,master,inf,NA
NP_002245.4,master,1.4929673045612042,0.8109486239886852
NP_079037.3,master,11.548475577512539,NA
NP_957516.1,master,inf,0.09965739209513913
NP_061982.3,master,8.592994791957379,0.33296688048444767
NP_002717.3,master,inf,0.005453372111466714
NP_056202.2,master,7.660850530623212,NA
NP_003680.2,master,10.16390920517233,NA
NP_065690.2,master,9.013533342770078,0.22355631309404134
NP_958786.1,master,7.721118905351198,0.4413184675835444
NP_958782.1,master,inf,0.4413184675835444
NP_848018.1,master,11.459642477440916,NA
NP_054742.2,master,inf,0.34651522141274566
NP_055529.2,master,inf,NA
NP_031399.2,master,7.515735592864397,1.4050623673386615
NP_958437.1,master,4.394206413295601,NA
NP_958357.1,master,inf,0.05579872328287593
NP_059990.2,master,inf,0.04360849574713867
NP_060688.1,master,inf,1.0689204510736368
NP_036601.2,master,inf,-0.2198268645535112
NP_071439.3,master,inf,0.7703991978631364
NP_005085.2,master,inf,1.0948561851680363
