p.accession,p.type,target.LPGF,decoy.LPGF,qcPass,qcType
NP_055831.1,master,inf,0.1051361321719773,true,tb
NP_056019.1,master,9.82257740427058,0.01245830875354403,true,tb
NP_055796.1,master,0.21627525191017025,0.06787520245508638,true,tb
NP_006293.2,master,15.954589770191006,NA,true,to
NP_071934.3,master,5.683616640198938,0.6741193071808663,true,tb
NP_065751.1,master,14.085358050460027,0.010946660599303241,true,tb
NP_056117.1,master,inf,0.11972814410169558,true,tb
NP_056377.1,master,inf,NA,true,to
NP_065878.1,master,5.331255637930832,0.4729141503353733,true,tb
NP_065897.1,master,inf,NA,true,to
NP_001026890.2,master,7.615231629733374,NA,true,to
NP_001092271.1,master,inf,0.35791777189832097,true,tb
NP_001009984.1,master,4.990307650940841,NA,true,to
NP_056140.1,master,inf,0.620369803495922,true,tb
NP_001092284.1,master,inf,NA,true,to
NP_036533.2,master,inf,0.13302804745802954,true,tb
NP_112489.3,master,5.606920851064576,NA,true,to
NP_112177.2,master,10.007160459895589,0.2804299495876693,true,tb
NP_002083.3,master,11.540619798442943,0.09883180290943502,true,tb
NP_056022.1,master,3.440473953872828,0.3401400306595297,true,tb
NP_001092261.1,master,inf,NA,true,to
NP_037450.2,master,inf,0.1852410843160648,true,tb
NP_001092253.1,master,9.836965546508898,NA,true,to
NP_001092143.1,master,inf,NA,true,to
NP_001092192.1,master,5.97247107259532,0.1918304476742352,true,tb
NP_055671.2,master,inf,0.5264924325116428,true,tb
NP_004139.2,master,11.682028806329448,NA,true,to
NP_001092142.1,master,inf,NA,true,to
NP_071904.4,master,inf,0.007486464728499029,true,tb
NP_612508.3,master,3.4485898698964985,0.023758890048325543,true,tb
NP_653304.2,master,inf,NA,true,to
NP_056098.1,master,inf,0.5082357309179326,true,tb
NP_056110.2,master,inf,0.3282497668981974,true,tb
NP_078800.3,master,inf,0.2506891615496131,true,tb
NP_065773.1,master,1.1171693183126576,0.6110981286398132,true,tb
NP_115921.2,master,inf,NA,true,to
NP_056003.1,master,2.7491131512193245,1.0615593514272674,true,tb
NP_001092085.1,master,10.475508486362962,0.32957003975498644,true,tb
NP_003473.3,master,inf,3.3039427036632536,true,tb
NP_001073883.2,master,inf,0.5968312574866621,true,tb
NP_004798.3,master,11.077852473050337,0.03061978606884105,true,tb
NP_060354.4,master,inf,0.04360849574713867,true,tb
NP_001091990.1,master,9.324760759567736,1.038086606993194,true,tb
NP_002834.3,master,inf,NA,true,to
NP_009109.3,master,inf,0.22294718853616508,true,tb
NP_006812.3,master,8.476130303138818,NA,true,to
NP_009068.2,master,2.41581687727332,0.2732406006825914,true,tb
NP_003472.2,master,7.71334443177146,0.08855619018659606,true,tb
NP_056049.4,master,10.692556563566724,0.408399732662269,true,tb
NP_060140.2,master,inf,NA,true,to
NP_004835.2,master,3.0433986414322947,NA,true,to
NP_055445.2,master,inf,0.3228297573651384,true,tb
NP_004904.2,master,11.275071026495215,0.023758890048325543,true,tb
NP_001004301.2,master,2.984664383801792,0.1852410843160648,true,tb
NP_001012986.2,master,3.4854885246665823,0.9905738433250564,true,tb
NP_001035830.1,master,inf,NA,true,to
NP_057558.3,master,inf,NA,true,to
NP_000161.2,master,inf,NA,true,to
NP_061845.2,master,8.175571051108989,0.8548882360893245,true,tb
NP_001035809.1,master,inf,NA,true,to
NP_997229.2,master,inf,NA,true,to
NP_078920.2,master,inf,NA,true,to
NP_001020471.2,master,inf,0.2838579141153244,true,tb
NP_001035806.1,master,inf,0.02216034769289621,true,tb
NP_001035799.1,master,13.701736739211109,NA,true,to
NP_006064.2,master,11.150143644733165,0.44533314645097577,true,tb
NP_612639.2,master,inf,NA,true,to
NP_057132.2,master,inf,NA,true,to
NP_001847.3,master,5.224520124459428,NA,true,to
NP_001348.2,master,inf,0.2131950842044305,true,tb
NP_057480.2,master,inf,0.5224383122255112,true,tb
NP_056265.2,master,4.477921314713173,0.11370884820938618,true,tb
NP_006818.3,master,inf,0.4129883990673326,true,tb
NP_055478.2,master,inf,NA,true,to
NP_079030.3,master,5.572475655358069,NA,true,to
NP_078834.2,master,5.0725331277618775,NA,true,to
NP_001035720.1,master,11.871947992033872,NA,true,to
NP_057661.3,master,8.83819470991307,NA,true,to
NP_060191.3,master,inf,0.1368986564162445,true,tb
NP_002364.5,master,inf,0.1991307754722004,true,tb
NP_060684.4,master,inf,NA,true,to
NP_114114.2,master,4.000460420240739,NA,true,to
NP_006627.2,master,inf,1.0894082801659477,true,tb
NP_001035545.1,master,11.714539998078356,NA,true,to
NP_659547.2,master,inf,0.5747099956515662,true,tb
NP_056957.3,master,6.761478725376593,0.17664678776132084,true,tb
NP_001035536.1,master,6.160883817831223,0.6717881318326567,true,tb
NP_919415.2,master,12.144222816509378,NA,true,to
NP_003565.4,master,3.4366618816186483,NA,true,to
NP_002152.2,master,inf,0.15081752345782745,true,tb
NP_001035526.1,master,inf,2.031966528483282,true,tb
NP_064569.3,master,inf,1.250860882475585,true,tb
NP_055578.2,master,inf,NA,true,to
NP_004466.2,master,5.433250312370997,0.408399732662269,true,tb
NP_004270.2,master,inf,NA,true,to
NP_061026.2,master,5.545186335769093,0.3506944123361712,true,tb
NP_001035517.1,master,7.5741990571817235,1.0689204510736368,true,tb
NP_660295.2,master,inf,NA,true,to
NP_079093.2,master,4.8892128560262735,NA,true,to
NP_653164.2,master,inf,NA,true,to
NP_112578.2,master,5.47631703690122,0.26897320018240045,true,tb
NP_001035521.1,master,13.30137725641566,NA,true,to
NP_001035236.1,master,13.134388310705367,0.5421375839427399,true,tb
NP_001026882.2,master,6.670268453985014,0.09276410350952864,true,tb
NP_064618.3,master,5.700166123949349,NA,true,to
NP_065083.3,master,6.171620576135203,NA,true,to
NP_060269.3,master,9.06025016539532,1.3050109192596528,true,tb
NP_060263.2,master,inf,NA,true,to
NP_079413.3,master,5.5660631682627555,1.3818964575650854,true,tb
NP_113618.2,master,inf,0.1991307754722004,true,tb
NP_003390.4,master,inf,0.02723443269572029,true,tb
NP_060866.2,master,6.024977699093766,0.13347788523802734,true,tb
NP_004361.3,master,inf,0.07078567154361967,true,tb
NP_031375.3,master,inf,0.31004623619992144,true,tb
NP_002570.2,master,12.004712066154127,NA,true,to
NP_115598.2,master,4.256015905978446,0.6679248492909475,true,tb
NP_005721.3,master,3.2598197885118405,NA,true,to
NP_005840.2,master,12.987041793972141,NA,true,to
NP_055215.2,master,inf,0.5976483687002409,true,tb
NP_003071.2,master,inf,NA,true,to
NP_060129.2,master,6.5343896153885925,NA,true,to
NP_055071.2,master,11.556094220052865,1.6988047895932554,true,tb
NP_001035207.1,master,inf,0.482427647966273,true,tb
NP_055520.3,master,inf,-0.07403551030335101,true,tb
NP_006067.3,master,inf,NA,true,to
NP_658985.2,master,inf,NA,true,to
NP_803136.2,master,inf,0.5117491192132689,true,tb
NP_061913.3,master,5.339946282486263,0.4538634435446217,true,tb
NP_006436.3,master,inf,1.4676345027104472,true,tb
NP_003293.2,master,inf,NA,true,to
NP_001035122.1,master,5.167244211131417,NA,true,to
NP_665857.2,master,inf,NA,true,to
NP_149020.2,master,0.8292735114490011,-0.15231005899924335,true,tb
NP_085150.1,master,4.520573533391482,0.06795648291430789,true,tb
NP_003904.3,master,inf,1.9318077826783329,true,tb
NP_000084.3,master,4.340370243217769,NA,true,to
NP_001034786.1,master,9.354391785140605,NA,true,to
NP_001034782.1,master,inf,0.1023732573303152,true,tb
NP_001013671.2,master,3.384397496434276,NA,true,to
NP_054752.3,master,inf,NA,true,to
NP_001026873.2,master,inf,NA,true,to
NP_524147.2,master,15.653559774527023,NA,true,to
NP_078822.3,master,13.191161776628066,0.4908304769972321,true,tb
NP_066990.3,master,12.044659510438173,NA,true,to
NP_060536.3,master,6.653444393468508,NA,true,to
NP_036204.2,master,inf,NA,true,to
NP_005379.3,master,inf,NA,true,to
NP_001034656.1,master,4.4207056961367455,NA,true,to
NP_001034658.1,master,7.090486999165902,NA,true,to
NP_060774.2,master,3.727104797856196,0.3738411288114961,true,tb
NP_612449.2,master,inf,NA,true,to
NP_002365.3,master,inf,0.2749996305047008,true,tb
NP_001034627.1,master,7.304207062327473,0.11281700903054423,true,tb
NP_683692.2,master,inf,0.07300658521287623,true,tb
NP_078988.2,master,inf,0.4337401594802385,true,tb
NP_001839.2,master,inf,0.3967666144961277,true,tb
NP_705841.2,master,inf,NA,true,to
NP_001034568.1,master,9.856595722460028,0.9366602854727428,true,tb
NP_001034556.1,master,11.782775589139854,NA,true,to
NP_569710.2,master,11.200149691815438,0.4766945784389989,true,tb
NP_077307.2,master,6.317288740891608,NA,true,to
NP_057314.2,master,inf,0.0686461784938961,true,tb
NP_005899.3,master,inf,NA,true,to
NP_001033796.1,master,7.1605452802797105,NA,true,to
NP_001033791.1,master,15.000347260751676,NA,true,to
NP_031376.3,master,inf,NA,true,to
NP_085056.2,master,inf,NA,true,to
NP_001033073.1,master,inf,0.7110195817743681,true,tb
NP_001001669.2,master,inf,0.04577499531450074,true,tb
NP_006330.2,master,inf,0.01440617592455805,true,tb
NP_001958.2,master,inf,0.4165156267293508,true,tb
NP_001032722.1,master,inf,0.05496123006635057,true,tb
NP_001032726.1,master,8.723619778231571,NA,true,to
NP_003116.2,master,inf,0.10872958501195634,true,tb
NP_001032752.1,master,inf,NA,true,to
NP_001032360.1,master,inf,0.5042970445388929,true,tb
NP_003898.2,master,inf,1.3444101757227442,true,tb
NP_001032642.1,master,inf,NA,true,to
NP_001032382.1,master,12.955024281965024,0.2877403177784277,true,tb
NP_057383.2,master,inf,NA,true,to
NP_061917.3,master,inf,0.3703379502046853,true,tb
NP_065816.2,master,inf,-0.04514702792945602,true,tb
NP_004277.2,master,inf,0.11636682682156076,true,tb
NP_055670.1,master,inf,NA,true,to
NP_068579.3,master,inf,0.9119094406925712,true,tb
NP_001032242.1,master,inf,NA,true,to
NP_006022.3,master,6.7398390141383615,0.07222905684841839,true,tb
NP_001032238.1,master,6.482086999236808,NA,true,to
NP_115548.1,master,7.310862931190971,0.13302804745802954,true,tb
NP_997717.2,master,inf,NA,true,to
NP_055672.3,master,inf,0.32591028520884624,true,tb
NP_001030335.1,master,inf,NA,true,to
NP_001029196.1,master,inf,0.017491863984908415,true,tb
NP_001030168.1,master,inf,0.11150830931528276,true,tb
NP_065118.2,master,6.184165934817141,NA,true,to
NP_444283.2,master,9.495400905698096,NA,true,to
NP_001028694.1,master,inf,NA,true,to
NP_001028675.1,master,inf,1.1335334001994035,true,tb
NP_001028260.2,master,11.056062040062926,NA,true,to
NP_071936.2,master,inf,0.5860277561760985,true,tb
NP_055203.4,master,inf,NA,true,to
NP_004645.2,master,12.834015838985154,0.06429717939505948,true,tb
NP_001275512.1,master,6.184976186898713,NA,true,to
NP_001274672.1,master,6.091330266358063,NA,true,to
NP_001274456.1,master,4.6872249165046975,0.5338206985651434,true,tb
NP_659452.3,master,13.33549643956426,NA,true,to
NP_689821.3,master,inf,NA,true,to
NP_001005242.2,master,6.415556593361704,NA,true,to
NP_073752.5,master,11.200317901507542,0.1718227890849815,true,tb
NP_060529.4,master,1.993946031133664,1.5473444405128354,true,tb
NP_076945.2,master,7.676439580981071,NA,true,to
NP_061877.1,master,inf,NA,true,to
NP_573441.2,master,inf,NA,true,to
NP_060228.3,master,inf,0.0218436331561181,true,tb
NP_061923.2,master,9.978521463093232,0.2920671607146386,true,tb
NP_060229.3,master,3.4679680287650028,1.0303391243303217,true,tb
NP_004362.2,master,5.296180000418103,0.22086429212658248,true,tb
NP_001798.2,master,6.0033184258157055,0.26897320018240045,true,tb
NP_115558.3,master,inf,NA,true,to
NP_037518.3,master,15.954589770191006,NA,true,to
NP_001078949.1,master,2.799938232074954,0.15501213807522946,true,tb
NP_115501.2,master,inf,NA,true,to
NP_001091046.1,master,inf,NA,true,to
NP_055726.3,master,inf,NA,true,to
NP_001091104.1,master,3.6369634981825976,0.1260509811350409,true,tb
NP_001091110.1,master,14.724140848812725,NA,true,to
NP_001073881.2,master,13.182268063468086,0.3370171086696984,true,tb
NP_001091089.1,master,4.628747501891868,NA,true,to
NP_000502.4,master,15.000347260751676,NA,true,to
NP_997281.2,master,12.820731644987669,NA,true,to
NP_787096.2,master,5.395228289783035,NA,true,to
NP_006717.2,master,3.2100471571387,0.050615456547281015,true,tb
NP_001091058.1,master,inf,0.3045672513056264,true,tb
NP_006486.3,master,inf,NA,true,to
NP_055851.1,master,inf,NA,true,to
NP_783859.1,master,15.954589770191006,NA,true,to
NP_003957.2,master,9.320988420635043,NA,true,to
NP_079498.2,master,inf,NA,true,to
NP_001013682.2,master,inf,0.842448429778703,true,tb
NP_001015072.2,master,6.491109664469607,NA,true,to
NP_653284.2,master,15.653559774527023,NA,true,to
NP_006653.2,master,inf,1.1110884892285278,true,tb
NP_872299.2,master,6.780950759084806,0.15840986524830478,true,tb
NP_078947.3,master,12.448626252172875,0.2021908931945116,true,tb
NP_062535.2,master,inf,0.829052533628854,true,tb
NP_001078868.1,master,inf,0.9573797200898024,true,tb
NP_001078841.1,master,4.806336914586876,NA,true,to
NP_001078834.1,master,5.59058665589376,NA,true,to
NP_003559.2,master,inf,NA,true,to
NP_036211.2,master,15.05149978319906,NA,true,to
NP_653259.3,master,inf,0.07669851475635246,true,tb
NP_859052.3,master,inf,0.3622721122474107,true,tb
NP_775811.2,master,4.547836211870379,0.13302804745802954,true,tb
NP_075384.3,master,inf,0.1991307754722004,true,tb
NP_060609.2,master,5.940638461582379,0.16195433323896838,true,tb
NP_001077861.1,master,7.739013493388442,NA,true,to
NP_001077432.1,master,6.856519947157736,0.2618688497344113,true,tb
NP_071330.3,master,inf,2.037009750796249,true,tb
NP_775733.3,master,inf,NA,true,to
NP_002284.3,master,inf,1.1458542065514985,true,tb
NP_203751.2,master,5.020026003989493,1.4662153879866704,true,tb
NP_443089.3,master,inf,0.0686461784938961,true,tb
NP_079341.2,master,inf,0.3506944123361712,true,tb
NP_001077395.1,master,9.3682757294517,NA,true,to
NP_112492.2,master,4.246098405028324,0.8619452418535921,true,tb
NP_076427.2,master,inf,0.6381967320636364,true,tb
NP_067653.3,master,inf,1.2863801877971146,true,tb
NP_065746.3,master,4.038569516972273,0.4976631338959902,true,tb
NP_775901.3,master,6.035523973232032,0.0664228891232657,true,tb
NP_060164.3,master,11.842085311423842,NA,true,to
NP_031387.3,master,inf,NA,true,to
NP_005504.2,master,inf,NA,true,to
NP_064621.3,master,inf,0.9868171793412642,true,tb
NP_059116.3,master,14.046104751312356,NA,true,to
NP_115984.3,master,inf,0.5043410259538786,true,tb
NP_056060.2,master,inf,NA,true,to
NP_056234.2,master,inf,0.12441577205823183,true,tb
NP_055945.2,master,6.370801035000119,0.15501213807522946,true,tb
NP_001077090.1,master,4.633598265192624,0.1785008862190058,true,tb
NP_036423.4,master,inf,0.21928126768700512,true,tb
NP_005920.2,master,inf,NA,true,to
NP_005003.2,master,8.9915339207006,NA,true,to
NP_060481.3,master,inf,0.06160695664666239,true,tb
NP_060224.3,master,inf,0.17008242579966834,true,tb
NP_004676.3,master,inf,NA,true,to
NP_001084.3,master,inf,0.1517579527676564,true,tb
NP_115527.3,master,14.675836169238176,NA,true,to
NP_078959.3,master,inf,NA,true,to
NP_002208.3,master,inf,NA,true,to
NP_056144.3,master,inf,NA,true,to
NP_008987.2,master,7.0542756144885335,NA,true,to
NP_653251.2,master,15.653559774527023,0.21564603238396726,true,tb
NP_060553.4,master,5.717302203652513,NA,true,to
NP_004524.3,master,inf,0.17340157270493026,true,tb
NP_003067.3,master,7.645435390203245,NA,true,to
NP_115512.3,master,2.8030244579886947,0.1260509811350409,true,tb
NP_542390.2,master,7.666924183815702,NA,true,to
NP_060921.3,master,2.1950110997736374,0.0664228891232657,true,tb
NP_003206.2,master,8.7445482917529,NA,true,to
NP_699196.2,master,inf,0.018573635663780244,true,tb
NP_000932.3,master,inf,0.42409082789638813,true,tb
NP_079357.2,master,inf,0.4072319308645371,true,tb
NP_067054.1,master,inf,NA,true,to
NP_055983.1,master,inf,0.0003023977054897995,true,tb
NP_057136.2,master,inf,NA,true,to
NP_005981.3,master,inf,0.25696757449818386,true,tb
NP_996898.2,master,inf,0.5904027498713846,true,tb
NP_004658.3,master,inf,0.7215523571663768,true,tb
NP_689730.2,master,3.5197462854969643,2.735870709409812,true,tb
NP_079414.3,master,8.73310352107805,0.16512496594011855,true,tb
NP_001074248.1,master,3.7366461620184537,0.09497612525414847,true,tb
NP_060470.2,master,7.782906818353612,0.8588499007958027,true,tb
NP_588615.2,master,1.6452348017691367,0.5809611936385429,true,tb
NP_001074318.1,master,6.9356666865097205,1.2635582721503382,true,tb
NP_037408.2,master,inf,NA,true,to
NP_001028229.1,master,3.1680741601469524,NA,true,to
NP_787052.3,master,14.222196010368036,0.08207717966864507,true,tb
NP_036311.3,master,5.606920851064576,NA,true,to
NP_114032.2,master,12.932161399005516,0.7473240985673494,true,tb
NP_001027559.1,master,inf,NA,true,to
NP_001027565.1,master,inf,0.4409779400955031,true,tb
NP_057393.2,master,6.711863484340098,0.35791777189832097,true,tb
NP_006837.2,master,4.3174220178627465,0.3388035418960744,true,tb
NP_056990.3,master,4.137528616084445,0.1402331328943715,true,tb
NP_000176.2,master,inf,0.14183257072633015,true,tb
NP_001027392.1,master,3.322120082874416,0.04030205395184026,true,tb
NP_001027454.1,master,inf,0.009384039545518948,true,tb
NP_001027455.1,master,7.240329250721818,0.009384039545518948,true,tb
NP_055928.3,master,inf,0.15542173425324912,true,tb
NP_060542.4,master,inf,-0.1711771180241349,true,tb
NP_006452.3,master,inf,0.16253455307397366,true,tb
NP_001867.2,master,11.846024746458168,0.031335797563910625,true,tb
NP_001027005.1,master,1.9934194510641647,NA,true,to
NP_002071.2,master,inf,0.8511578355965198,true,tb
NP_001026976.1,master,8.07143466546884,0.06998513197719032,true,tb
NP_001026971.1,master,5.508360104175139,0.6248164449752046,true,tb
NP_001026883.1,master,15.05149978319906,1.8113051876227568,true,tb
NP_001026881.1,master,inf,NA,true,to
NP_001026871.1,master,inf,0.02068627819411744,true,tb
NP_004317.2,master,8.604693129626625,0.9651891700386284,true,tb
NP_001026788.1,master,8.280581951487191,NA,true,to
NP_001660.2,master,12.676980555886912,NA,true,to
NP_001025180.1,master,inf,NA,true,to
NP_000664.2,master,5.686428507278693,0.09497612525414847,true,tb
NP_055857.1,master,inf,0.5645882678143194,true,tb
NP_000662.3,master,inf,NA,true,to
NP_001025056.1,master,13.612167089368794,NA,true,to
NP_001025053.1,master,inf,NA,true,to
NP_689764.3,master,6.935832376434723,NA,true,to
NP_055888.1,master,inf,0.408399732662269,true,tb
NP_000365.3,master,inf,NA,true,to
NP_085139.2,master,14.699317265087695,NA,true,to
NP_775864.3,master,8.360279279387687,0.3703379502046853,true,tb
NP_002014.2,master,inf,0.1051361321719773,true,tb
NP_002854.3,master,3.752038082393944,0.4524950932325821,true,tb
NP_055791.1,master,inf,0.07749854530259853,true,tb
NP_002207.2,master,inf,0.09883180290943502,true,tb
NP_068752.2,master,2.492576633746249,NA,true,to
NP_060334.2,master,inf,NA,true,to
NP_001020262.1,master,6.0502798938752855,3.8835810240879636,true,tb
NP_001957.2,master,14.507431738848783,0.42346970246410587,true,tb
NP_071905.3,master,inf,NA,true,to
NP_001020402.1,master,6.476856267017592,NA,true,to
NP_001020118.1,master,12.534138911084936,NA,true,to
NP_003460.2,master,8.771098990900192,0.2404602998692721,true,tb
NP_001020127.1,master,6.3799949034681225,0.03061978606884105,true,tb
NP_001701.2,master,inf,0.034731293654390795,true,tb
NP_001019837.1,master,2.7017989264946887,NA,true,to
NP_001019845.1,master,5.8643134780858865,0.1051361321719773,true,tb
NP_982278.3,master,7.159561084712467,NA,true,to
NP_004161.4,master,2.940274239602031,0.1023732573303152,true,tb
NP_009115.2,master,inf,0.6863887459646351,true,tb
NP_055827.1,master,6.502382009964053,NA,true,to
NP_115553.2,master,inf,0.21564603238396726,true,tb
NP_116231.2,master,2.0265610674772097,0.07996172796771032,true,tb
NP_001280.3,master,inf,0.6488622365085409,true,tb
NP_059988.3,master,inf,NA,true,to
NP_001018024.1,master,10.03740366590581,NA,true,to
NP_057340.2,master,11.361481002410365,NA,true,to
NP_005236.2,master,inf,0.11693730169852593,true,tb
NP_001018000.1,master,3.9016562772389274,0.07491686684626801,true,tb
NP_073585.8,master,inf,NA,true,to
NP_001013725.2,master,inf,-0.16475371338107908,true,tb
NP_005989.3,master,inf,NA,true,to
NP_001017926.1,master,10.664635343673202,NA,true,to
NP_001017995.1,master,inf,0.5245067134137742,true,tb
NP_001017992.1,master,inf,NA,true,to
NP_060760.2,master,inf,0.254334370003548,true,tb
NP_056519.1,master,7.694171371639774,NA,true,to
NP_001017970.1,master,6.626262035213141,NA,true,to
NP_612502.1,master,7.551824442839014,NA,true,to
NP_001017921.1,master,7.777792005478445,NA,true,to
NP_065070.1,master,7.623571883344523,1.0689204510736368,true,tb
NP_003300.1,master,inf,NA,true,to
NP_115717.3,master,inf,NA,true,to
NP_065068.1,master,inf,0.247707163859519,true,tb
NP_056169.1,master,inf,0.6012070575469494,true,tb
NP_115910.1,master,14.386388046124008,1.3694665531144057,true,tb
NP_055431.1,master,inf,2.8342996500809847,true,tb
NP_001910.2,master,6.48353509747255,0.8523323988057796,true,tb
NP_056493.3,master,1.8812548151916075,0.334630049513358,true,tb
NP_055907.3,master,inf,0.09434253107870516,true,tb
NP_705838.3,master,inf,-0.060641557213240486,true,tb
NP_001014402.1,master,inf,0.1023732573303152,true,tb
NP_001014313.1,master,5.953438291620882,NA,true,to
NP_001013758.1,master,1.7104165401278113,0.4872637052401129,true,tb
NP_060831.2,master,inf,NA,true,to
NP_001010872.1,master,inf,0.07078567154361967,true,tb
NP_001012772.1,master,6.632693855682724,NA,true,to
NP_660333.2,master,4.735294409461356,1.5249739598363783,true,tb
NP_055517.3,master,1.937725387937544,0.392637921328496,true,tb
NP_057673.2,master,inf,NA,true,to
NP_001012267.1,master,4.6537097619804975,NA,true,to
NP_001011658.1,master,6.752931016925231,NA,true,to
NP_001009941.1,master,6.1944234583721745,NA,true,to
NP_001010942.1,master,inf,0.2772113977278477,true,tb
NP_001010846.1,master,5.375719243716425,NA,true,to
NP_001010905.1,master,inf,NA,true,to
NP_001010853.1,master,inf,0.12971109930919192,true,tb
NP_001009931.1,master,10.311358245375349,NA,true,to
NP_055871.1,master,inf,NA,true,to
NP_055970.1,master,3.4107773547583387,NA,true,to
NP_055950.1,master,inf,0.26897320018240045,true,tb
NP_036465.2,master,inf,NA,true,to
NP_001008938.1,master,13.620136019040071,0.5844380967076052,true,tb
NP_689478.1,master,8.284703825362595,NA,true,to
NP_149079.2,master,6.646938618012215,0.3584323340951597,true,tb
NP_031374.2,master,10.371040753690501,NA,true,to
NP_008876.3,master,5.394154214087191,NA,true,to
NP_009192.2,master,2.8273077266360747,NA,true,to
NP_061332.2,master,11.700670509616092,NA,true,to
NP_060853.3,master,inf,NA,true,to
NP_057375.2,master,3.098982247138206,NA,true,to
NP_005852.2,master,10.156106246347694,0.0016075473176615574,true,tb
NP_001008216.1,master,9.143343759739373,NA,true,to
NP_001007562.1,master,inf,NA,true,to
NP_004989.2,master,inf,NA,true,to
NP_079286.2,master,3.680406401681615,NA,true,to
NP_003557.2,master,inf,0.12300521060417925,true,tb
NP_065994.1,master,inf,0.017491863984908415,true,tb
NP_078922.1,master,inf,0.3139416799469902,true,tb
NP_612435.1,master,4.545084266614984,0.25796054881681,true,tb
NP_067062.1,master,inf,0.2833287706055723,true,tb
NP_066010.1,master,6.123393726482169,NA,true,to
NP_055412.2,master,inf,0.1644074174236807,true,tb
NP_055635.3,master,inf,0.1759607655103796,true,tb
NP_037418.3,master,inf,NA,true,to
NP_075392.2,master,inf,NA,true,to
NP_060250.2,master,13.347134746976336,0.1817114111228527,true,tb
NP_004459.2,master,8.583128910675656,NA,true,to
NP_001005353.1,master,13.057512766981585,0.14829540563558027,true,tb
NP_001005473.1,master,7.594152139905177,NA,true,to
NP_004572.3,master,inf,NA,true,to
NP_005054.3,master,inf,NA,true,to
NP_006381.2,master,12.795022576957386,1.4370048415426924,true,tb
NP_057413.2,master,6.46886986374277,NA,true,to
NP_001120.3,master,inf,NA,true,to
NP_001004720.1,master,inf,NA,true,to
NP_001004304.1,master,14.724140848812725,NA,true,to
NP_060681.2,master,inf,NA,true,to
NP_001004125.1,master,11.675105341161794,NA,true,to
NP_001003803.1,master,14.091266910070548,0.06160695664666239,true,tb
NP_001003938.1,master,15.000347260751676,0.007486464728499029,true,tb
NP_006412.2,master,inf,0.9870065037122404,true,tb
NP_775738.3,master,inf,NA,true,to
NP_057582.2,master,10.893544633152027,0.14829540563558027,true,tb
NP_001003681.1,master,inf,NA,true,to
NP_001003665.1,master,6.056416449367932,NA,true,to
NP_061329.3,master,14.875408524143376,NA,true,to
NP_789788.1,master,10.578140565593687,NA,true,to
NP_001002862.1,master,4.694733351692219,NA,true,to
NP_060541.3,master,15.653559774527023,0.8788022537110934,true,tb
NP_062536.2,master,inf,0.10411584443691818,true,tb
NP_060734.2,master,12.26209536268792,NA,true,to
NP_004719.2,master,inf,NA,true,to
NP_001181.2,master,8.001332063125316,NA,true,to
NP_055887.3,master,2.331210410116572,0.13755709858968876,true,tb
NP_000281.2,master,inf,0.7155739159644421,true,tb
NP_055739.2,master,inf,0.4300177189151711,true,tb
NP_057126.2,master,inf,NA,true,to
NP_036381.2,master,4.5126842934751785,NA,true,to
NP_001001974.1,master,9.79026517421351,NA,true,to
NP_079285.2,master,inf,0.05810986033704519,true,tb
NP_004474.2,master,inf,NA,true,to
NP_057097.2,master,inf,NA,true,to
NP_056203.2,master,inf,NA,true,to
NP_001001850.1,master,2.6054569065816153,0.07178645044981627,true,tb
NP_001001790.1,master,1.620969604377035,NA,true,to
NP_006576.2,master,8.064982370342168,1.6695303760063662,true,tb
NP_001001711.1,master,4.922014873565705,NA,true,to
NP_003818.2,master,inf,NA,true,to
NP_036424.2,master,4.231430955533533,0.16512496594011855,true,tb
NP_001001420.1,master,15.954589770191006,2.026077699520177,true,tb
NP_060619.4,master,inf,0.044260456914904385,true,tb
NP_006758.2,master,inf,0.4102728370461755,true,tb
NP_001001330.1,master,inf,NA,true,to
NP_000436.2,master,4.204226052575859,0.4413184675835444,true,tb
NP_597677.2,master,4.334451409135292,0.5270018689124661,true,tb
NP_000622.2,master,15.000347260751676,0.7370566113292127,true,tb
NP_003128.3,master,inf,0.12971109930919192,true,tb
NP_062552.2,master,inf,NA,true,to
NP_998776.1,master,15.954589770191006,0.5338206985651434,true,tb
NP_998754.1,master,inf,0.019587659402117145,true,tb
NP_060309.2,master,inf,0.7883782845019663,true,tb
NP_064507.3,master,inf,NA,true,to
NP_056069.2,master,inf,0.017491863984908415,true,tb
NP_065851.1,master,3.9591409177536376,0.6144920011903318,true,tb
NP_997275.1,master,inf,NA,true,to
NP_997227.1,master,inf,NA,true,to
NP_997001.1,master,5.80292080302585,NA,true,to
NP_079038.2,master,4.147197956690668,NA,true,to
NP_005160.2,master,2.6597229501878137,NA,true,to
NP_954712.1,master,inf,NA,true,to
NP_612392.1,master,inf,0.4318749509702687,true,tb
NP_054825.2,master,inf,0.023758890048325543,true,tb
NP_061331.2,master,inf,NA,true,to
NP_060564.2,master,inf,NA,true,to
NP_055144.3,master,inf,0.1893759828657908,true,tb
NP_001063.2,master,8.368001745446094,0.036421175524840366,true,tb
NP_982293.1,master,6.856519947157736,1.856369628595269,true,tb
NP_689606.2,master,inf,0.2194638306582828,true,tb
NP_061969.3,master,5.831332401298899,0.02068627819411744,true,tb
NP_996531.1,master,inf,NA,true,to
NP_110420.3,master,6.091330266358063,NA,true,to
NP_071739.2,master,inf,0.2804299495876693,true,tb
NP_995319.1,master,inf,NA,true,to
