p.accession,p.type,target.LPGF,decoy.LPGF,qcPass,qcType
NP_940983.2,master,6.3847576774872,0.12260403592432907,true,tb
NP_976324.2,master,inf,NA,true,to
NP_001073027.1,master,inf,0.0914561875644078,true,tb
NP_001073005.1,master,9.470349027392675,NA,true,to
NP_065768.2,master,inf,2.9066461278670803,true,tb
NP_059117.3,master,inf,NA,true,to
NP_065076.2,master,inf,0.05072325888674956,true,tb
NP_003093.2,master,inf,NA,true,to
NP_057417.3,master,inf,1.0482771394190615,true,tb
NP_114141.2,master,inf,0.3401400306595297,true,tb
NP_056474.2,master,inf,0.3299538064237481,true,tb
NP_056201.2,master,3.946225410530596,0.8097568089519775,true,tb
NP_005783.2,master,inf,0.721624890691706,true,tb
NP_001015882.2,master,7.481408139819544,0.4337401594802385,true,tb
NP_001262.3,master,inf,0.2108328258669384,true,tb
NP_004652.2,master,inf,0.4456788458755116,true,tb
NP_006699.2,master,inf,0.02799498514633956,true,tb
NP_036296.2,master,12.193188212692373,NA,true,to
NP_057085.2,master,inf,NA,true,to
NP_004881.2,master,inf,0.051443522033803736,true,tb
NP_055209.2,master,inf,NA,true,to
NP_001071639.1,master,2.7412924378876697,1.0657046312569056,true,tb
NP_060941.2,master,inf,2.265838038445237,true,tb
NP_001096078.1,master,inf,0.27182008108556377,true,tb
NP_054900.2,master,inf,NA,true,to
NP_008870.2,master,inf,0.2078732809309132,true,tb
NP_036466.2,master,inf,0.029063118291380412,true,tb
NP_002151.2,master,inf,0.6508298773401225,true,tb
NP_065770.1,master,inf,1.0336000538493768,true,tb
NP_001538.4,master,inf,0.04258931169941238,true,tb
NP_835465.2,master,inf,0.09883180290943502,true,tb
NP_001092879.1,master,inf,NA,true,to
NP_997046.1,master,inf,NA,true,to
NP_036260.2,master,inf,NA,true,to
NP_001092108.1,master,inf,0.10068628051075634,true,tb
NP_065849.1,master,2.544947970964786,1.2045445522498093,true,tb
NP_001088.2,master,1.1104701842229383,NA,true,to
NP_005151.2,master,5.6731393535778265,NA,true,to
NP_689805.3,master,inf,0.07866378310932166,true,tb
NP_003709.3,master,4.436937251290892,0.09895250738276046,true,tb
NP_000496.2,master,inf,NA,true,to
NP_001076783.1,master,11.375011940751172,NA,true,to
NP_075055.1,master,inf,NA,true,to
NP_001075019.1,master,inf,0.5609152461896109,true,tb
NP_000327.2,master,5.7712300160118835,NA,true,to
NP_005518.3,master,10.184924487137762,0.2915499429251929,true,tb
NP_006589.2,master,inf,NA,true,to
NP_001073919.1,master,inf,0.2611898911981985,true,tb
NP_001073350.1,master,9.448398733885004,0.1852410843160648,true,tb
NP_000887.2,master,3.0789578306911136,NA,true,to
NP_001246.2,master,inf,NA,true,to
NP_064590.2,master,inf,1.234252419599314,true,tb
NP_079216.4,master,inf,0.09289046832519436,true,tb
NP_542172.2,master,8.573697220829477,NA,true,to
NP_689555.2,master,7.458002312205022,1.3071037554745348,true,tb
NP_001070253.1,master,8.004582308990555,NA,true,to
NP_067047.4,master,10.31103840162806,0.19825689161879695,true,tb
NP_078978.2,master,inf,NA,true,to
NP_006708.2,master,inf,NA,true,to
NP_006050.3,master,6.885133399419713,0.18630759996748664,true,tb
NP_001035919.1,master,8.510886201301027,NA,true,to
NP_060469.4,master,13.191161776628066,0.31371714769479936,true,tb
NP_002759.2,master,inf,0.3703379502046853,true,tb
NP_001035791.1,master,10.94835912370998,NA,true,to
NP_056240.2,master,inf,0.04531705750584912,true,tb
NP_003925.1,master,inf,NA,true,to
NP_001025147.2,master,2.6880002822083693,0.10411584443691818,true,tb
NP_001623.3,master,inf,NA,true,to
NP_612393.2,master,inf,NA,true,to
NP_003077.2,master,13.259984571257437,0.1523790896226115,true,tb
NP_072096.2,master,inf,0.13347788523802734,true,tb
NP_061152.3,master,inf,0.005309484925971467,true,tb
NP_659419.3,master,inf,1.7224708310006211,true,tb
NP_001274426.1,master,12.220190027670435,0.6508298773401225,true,tb
NP_001274361.1,master,9.86263209086535,0.9467746146495064,true,tb
NP_001274267.1,master,inf,0.15449049974708154,true,tb
NP_001273560.1,master,4.385749190123779,NA,true,to
NP_001273561.1,master,6.404226196807562,NA,true,to
NP_056532.4,master,inf,0.3919975614705963,true,tb
NP_001193980.1,master,3.6707300248567116,0.11972814410169558,true,tb
NP_001193943.1,master,inf,NA,true,to
NP_001193940.1,master,13.100283728389925,NA,true,to
NP_076433.3,master,inf,0.9119094406925712,true,tb
NP_991111.2,master,3.4820889736518725,0.34364998914338324,true,tb
NP_001193881.1,master,inf,NA,true,to
NP_001193856.1,master,0.5982162841482068,-0.9889611724517704,true,tb
NP_060935.2,master,inf,0.4351523666679894,true,tb
NP_001193670.1,master,3.080525488667497,0.08207717966864507,true,tb
NP_002263.3,master,inf,0.02068627819411744,true,tb
NP_001193599.1,master,inf,0.3083769572248521,true,tb
NP_001073888.2,master,inf,1.5608150513611818,true,tb
NP_001193411.1,master,inf,0.5975938467640821,true,tb
NP_001193356.1,master,14.574378528479395,NA,true,to
NP_001192181.1,master,3.629915675322158,NA,true,to
NP_056288.2,master,inf,0.4522609511753857,true,tb
NP_055820.2,master,5.874090842819316,0.09273734166791947,true,tb
NP_001191815.1,master,12.436602567165925,NA,true,to
NP_001809.3,master,2.371880326662577,NA,true,to
NP_001191791.1,master,7.054985333779952,NA,true,to
NP_001191759.1,master,3.1283278437499265,NA,true,to
NP_003592.3,master,inf,0.24616562116117366,true,tb
NP_113619.2,master,inf,0.0949948886169498,true,tb
NP_001191385.1,master,2.284754127043552,NA,true,to
NP_001191376.1,master,13.587233849164985,NA,true,to
NP_057594.4,master,inf,0.1718227890849815,true,tb
NP_001191056.1,master,13.259984571257437,0.4873905868153163,true,tb
NP_001191020.1,master,inf,NA,true,to
NP_001189483.1,master,2.100571823800485,NA,true,to
NP_001073933.2,master,5.87653172672189,0.5340561268150148,true,tb
NP_001189342.1,master,inf,NA,true,to
NP_001188505.1,master,12.031864312197746,NA,true,to
NP_057737.2,master,inf,NA,true,to
NP_057253.2,master,4.543880933234753,0.3329668804844477,true,tb
NP_598407.1,master,15.352529778863039,0.7532909468393668,true,tb
NP_001341917.1,master,inf,NA,true,to
NP_001341912.1,master,11.843058426760493,NA,true,to
NP_001341743.1,master,9.387473729714742,2.026077699520177,true,tb
NP_001341501.1,master,10.55441802038958,NA,true,to
NP_001339705.1,master,inf,NA,true,to
NP_001336665.1,master,inf,0.4179912900028295,true,tb
NP_001336001.1,master,10.997035157100186,NA,true,to
NP_001335010.1,master,1.02508953758011,0.2377140852684903,true,tb
NP_001334596.1,master,12.18587768981334,NA,true,to
NP_001334395.1,master,inf,NA,true,to
NP_001317318.1,master,9.810749969632633,NA,true,to
NP_001313406.1,master,9.665524605376287,NA,true,to
NP_001311210.1,master,inf,0.5214764192920895,true,tb
NP_001269460.1,master,inf,NA,true,to
NP_001268461.1,master,5.638361547466787,NA,true,to
NP_005818.2,master,3.3932654343064614,NA,true,to
NP_001243728.1,master,8.141834244794543,0.21928126768700512,true,tb
NP_001229712.1,master,inf,0.5747099956515662,true,tb
NP_478102.2,master,7.295331762481824,NA,true,to
NP_001171271.1,master,inf,NA,true,to
NP_001161752.1,master,inf,NA,true,to
NP_612635.3,master,8.212753896868795,NA,true,to
NP_689645.2,master,11.005590316164053,0.23716692006320594,true,tb
NP_056056.2,master,inf,-0.0003956758609379634,true,tb
NP_001341088.1,master,inf,NA,true,to
NP_001338349.1,master,12.926018517498465,NA,true,to
NP_001334352.1,master,inf,0.25796054881681,true,tb
NP_001310548.1,master,6.056416449367932,0.4102728370461755,true,tb
NP_001310550.1,master,2.755033262747047,0.4102728370461755,true,tb
NP_001310234.1,master,inf,0.6799487342433813,true,tb
NP_001307995.1,master,inf,NA,true,to
NP_001307143.1,master,inf,NA,true,to
NP_001304941.1,master,2.97788175820741,0.21168210771188894,true,tb
NP_001304698.1,master,3.529707725367398,0.4944267846610602,true,tb
NP_001300822.1,master,inf,0.4618461510304849,true,tb
NP_001289979.1,master,inf,NA,true,to
NP_055490.4,master,inf,-1.0756847200296835,true,tb
NP_001269373.1,master,3.6028522938881244,NA,true,to
NP_001269287.1,master,inf,0.26598140833009803,true,tb
NP_001265715.1,master,6.856519947157736,NA,true,to
NP_001265286.1,master,6.482549761133763,NA,true,to
NP_005643.2,master,inf,NA,true,to
NP_001243731.1,master,14.778498511135323,NA,true,to
NP_001242983.1,master,11.761771513142707,NA,true,to
NP_001103132.3,master,inf,0.6964709745278429,true,tb
NP_001229454.1,master,13.532985843321171,NA,true,to
NP_001106795.2,master,13.241099227097061,NA,true,to
NP_002553.3,master,7.964079753626628,NA,true,to
NP_001171988.1,master,10.258864746838077,0.3370171086696984,true,tb
NP_001518.3,master,inf,NA,true,to
NP_001161829.1,master,inf,0.018374071883357643,true,tb
NP_001159968.1,master,inf,0.5783455841790932,true,tb
NP_057510.4,master,8.170874549846685,NA,true,to
NP_060552.4,master,5.47055636736942,0.2696857625068491,true,tb
NP_001139580.1,master,6.404226196807562,NA,true,to
NP_001139325.1,master,inf,NA,true,to
NP_848927.2,master,inf,0.004725952013850814,true,tb
NP_001135974.1,master,inf,NA,true,to
NP_001129206.1,master,5.940638461582379,0.32957003975498644,true,tb
NP_060096.3,master,inf,0.408399732662269,true,tb
NP_001120794.1,master,inf,0.0017523860279108384,true,tb
NP_060547.2,master,8.285378267643534,0.2506891615496131,true,tb
NP_065828.2,master,5.79037037040182,NA,true,to
NP_000192.2,master,inf,0.229204474479838,true,tb
NP_006507.2,master,inf,NA,true,to
NP_001106849.1,master,5.785325680399376,0.1282100479958551,true,tb
NP_001104547.1,master,inf,0.1980970156869848,true,tb
NP_005246.2,master,7.529050424265585,0.27182008108556377,true,tb
NP_001094064.1,master,inf,0.4672641166962908,true,tb
NP_079375.3,master,6.737784043384222,0.6356302898087616,true,tb
NP_056091.1,master,inf,0.6781730141937955,true,tb
NP_001091683.1,master,3.890357458804545,NA,true,to
NP_001267.2,master,inf,NA,true,to
NP_056442.2,master,inf,0.6013720108243279,true,tb
NP_001073936.1,master,inf,0.3196000069961068,true,tb
NP_000867.2,master,inf,0.19123115501133545,true,tb
NP_001072989.1,master,13.222196010368036,0.1750151240360005,true,tb
NP_001070968.1,master,inf,NA,true,to
NP_005568.2,master,inf,NA,true,to
NP_006842.2,master,inf,NA,true,to
NP_065139.2,master,inf,NA,true,to
NP_000423.2,master,inf,0.02068627819411744,true,tb
NP_079434.3,master,inf,0.2066888810232697,true,tb
NP_006216.2,master,7.8333713966349725,NA,true,to
NP_001034891.1,master,10.17016720494045,NA,true,to
NP_001034673.1,master,13.151816044899027,NA,true,to
NP_001034624.1,master,7.315127403861783,NA,true,to
NP_003738.2,master,inf,0.023345829528467636,true,tb
NP_058132.2,master,6.332579541957103,NA,true,to
NP_001026893.1,master,2.8882907186618976,0.18601260452819995,true,tb
NP_001150.3,master,inf,0.7224962392172151,true,tb
NP_002768.3,master,inf,NA,true,to
NP_001121636.1,master,inf,3.2200805478845886,true,tb
NP_001997.5,master,7.028515848922296,NA,true,to
NP_001092763.1,master,2.537842274563157,0.1718227890849815,true,tb
NP_001073592.1,master,inf,NA,true,to
NP_116256.2,master,4.115923119348529,0.4538634435446217,true,tb
NP_036360.3,master,inf,NA,true,to
NP_000544.2,master,inf,0.35791777189832097,true,tb
NP_061830.3,master,10.258649524780234,NA,true,to
NP_055205.2,master,inf,NA,true,to
NP_775786.2,master,7.650387510551401,0.21168210771188894,true,tb
NP_055969.1,master,inf,NA,true,to
NP_001025030.1,master,inf,NA,true,to
NP_003371.2,master,inf,NA,true,to
NP_001002914.1,master,4.908009119796113,NA,true,to
NP_001420.2,master,inf,0.1718227890849815,true,tb
NP_001001522.1,master,inf,NA,true,to
NP_291028.3,master,inf,NA,true,to
NP_001131.3,master,inf,0.5340561268150148,true,tb
NP_060522.3,master,inf,0.3846569524818317,true,tb
NP_598368.2,master,7.032650120221679,NA,true,to
NP_006327.2,master,inf,0.07866378310932166,true,tb
NP_036286.2,master,8.227291688546183,0.9525383137159491,true,tb
NP_006005.2,master,inf,NA,true,to
NP_612367.1,master,inf,NA,true,to
NP_113668.2,master,8.834968184723332,0.9439817144653369,true,tb
NP_000552.2,master,8.176800800084537,0.31850752342224226,true,tb
NP_006006.3,master,inf,0.2567899094678403,true,tb
NP_612468.1,master,6.516956814864348,0.4122963650841836,true,tb
NP_000966.2,master,9.050375060963916,0.42409082789638813,true,tb
NP_061485.1,master,9.16014919876583,NA,true,to
NP_059830.1,master,inf,0.22294718853616508,true,tb
NP_060277.1,master,inf,NA,true,to
NP_058642.1,master,inf,0.18884222005621093,true,tb
NP_057604.1,master,inf,NA,true,to
NP_057416.1,master,8.681315499578796,NA,true,to
NP_006133.1,master,inf,NA,true,to
NP_005944.1,master,7.713738550143975,NA,true,to
NP_004824.1,master,5.80292080302585,1.7315445654673802,true,tb
NP_000031.1,master,inf,NA,true,to
NP_000978.1,master,7.927658346639496,NA,true,to
NP_002658.1,master,6.9569956640169845,NA,true,to
NP_002183.1,master,inf,NA,true,to
NP_002064.1,master,3.3365107163808845,NA,true,to
NP_001120871.1,master,8.942683438605194,NA,true,to
NP_001309125.1,master,6.404226196807562,0.04360849574713867,true,tb
NP_001309043.1,master,13.273348532815413,0.7325700581853956,true,tb
NP_001308123.1,master,5.871275468806852,NA,true,to
NP_001307730.1,master,inf,NA,true,to
NP_001307540.1,master,inf,NA,true,to
NP_001307393.1,master,inf,NA,true,to
NP_001306130.1,master,inf,NA,true,to
NP_001305825.1,master,inf,NA,true,to
NP_001305770.1,master,5.871275468806852,0.1402331328943715,true,tb
NP_001304859.1,master,inf,0.10284039446841467,true,tb
NP_001303261.1,master,3.7060775931072207,0.7415140522907191,true,tb
NP_001303243.1,master,12.987041793972141,0.2643927975710566,true,tb
NP_001291646.2,master,2.7135737076767343,0.09965739209513913,true,tb
NP_001291744.1,master,inf,0.023758890048325543,true,tb
NP_001291452.1,master,11.567823354473688,0.8274761453938997,true,tb
NP_001120963.2,master,7.524261261946927,0.04360849574713867,true,tb
NP_004043.3,master,9.554443599595988,NA,true,to
NP_001836.3,master,inf,NA,true,to
NP_001278557.1,master,5.848633329389617,0.08834372883394305,true,tb
NP_036359.3,master,inf,0.44953858050466905,true,tb
NP_001278092.1,master,inf,NA,true,to
NP_001074295.2,master,inf,NA,true,to
NP_001276977.1,master,5.331255637930832,0.42676815742264507,true,tb
NP_006211.2,master,0.9329042041291692,0.4939541415967565,true,tb
NP_001275905.1,master,8.769631344547799,0.5414184341147219,true,tb
NP_001274355.1,master,inf,NA,true,to
NP_001273490.1,master,9.676916619611685,0.09849075324630167,true,tb
NP_001273015.1,master,inf,NA,true,to
NP_001018119.1,master,inf,NA,true,to
NP_001014795.1,master,5.216118123291229,0.16512496594011855,true,tb
NP_002130.2,master,inf,NA,true,to
NP_003943.2,master,inf,NA,true,to
NP_006209.2,master,inf,1.3770732681416498e-05,true,tb
NP_067640.2,master,4.65547215381107,0.7155739159644421,true,tb
NP_002198.2,master,inf,NA,true,to
NP_061984.2,master,inf,NA,true,to
NP_003092.4,master,inf,0.3325012044927993,true,tb
NP_006243.2,master,inf,0.4538634435446217,true,tb
NP_079495.1,master,inf,0.5375554697523479,true,tb
NP_065842.1,master,inf,0.08659373877591155,true,tb
NP_284941.2,master,inf,0.5117491192132689,true,tb
NP_058431.2,master,inf,0.053989638897412366,true,tb
NP_891549.1,master,14.477468515471339,NA,true,to
NP_003362.2,master,5.7521156164023965,NA,true,to
NP_079108.3,master,9.892053661915456,NA,true,to
NP_057438.3,master,4.1904113283954505,NA,true,to
NP_005555.2,master,inf,NA,true,to
NP_001766.2,master,inf,NA,true,to
NP_938080.1,master,inf,0.1051361321719773,true,tb
NP_116179.2,master,5.267249209549969,NA,true,to
NP_071347.2,master,inf,NA,true,to
NP_006477.2,master,inf,NA,true,to
NP_001987.2,master,inf,NA,true,to
NP_004628.4,master,inf,NA,true,to
NP_036222.3,master,inf,0.29990227890518195,true,tb
NP_002074.2,master,inf,NA,true,to
NP_060095.2,master,4.06091282692087,NA,true,to
NP_002635.2,master,inf,0.23013107694119864,true,tb
NP_787954.1,master,inf,0.8299825007548723,true,tb
NP_777571.1,master,inf,NA,true,to
NP_783163.1,master,inf,NA,true,to
NP_000681.2,master,inf,NA,true,to
NP_002705.2,master,inf,0.7029541314933158,true,tb
NP_741995.1,master,7.5556240930114384,NA,true,to
NP_002112.3,master,inf,0.8836208140360324,true,tb
NP_055865.1,master,inf,0.16477754201702388,true,tb
NP_077719.2,master,inf,NA,true,to
NP_667339.1,master,inf,NA,true,to
NP_689807.1,master,2.6032522344204105,NA,true,to
NP_004286.2,master,inf,NA,true,to
NP_003316.3,master,inf,NA,true,to
NP_653218.1,master,inf,NA,true,to
NP_056485.2,master,inf,NA,true,to
NP_061184.1,master,inf,0.2183580993945993,true,tb
NP_057306.2,master,4.633423595204959,0.1759607655103796,true,tb
NP_006010.2,master,inf,NA,true,to
NP_000437.3,master,inf,0.036421175524840366,true,tb
NP_110517.2,master,6.805981345290519,NA,true,to
NP_478123.1,master,10.410162030837368,0.0589420479073073,true,tb
NP_038472.2,master,inf,NA,true,to
NP_443204.1,master,inf,NA,true,to
NP_036440.1,master,inf,0.5538582404253433,true,tb
NP_000180.2,master,inf,0.4337401594802385,true,tb
NP_115992.1,master,3.1600197756926214,0.027100891652339382,true,tb
NP_056050.1,master,inf,NA,true,to
NP_112485.1,master,11.226041208162666,NA,true,to
NP_060587.8,master,inf,NA,true,to
NP_004228.1,master,inf,NA,true,to
NP_066964.1,master,inf,NA,true,to
NP_065724.1,master,inf,NA,true,to
NP_037434.1,master,inf,NA,true,to
NP_060352.1,master,14.808461734512765,NA,true,to
NP_060740.1,master,11.9573781873585,0.8986238424280633,true,tb
NP_037368.1,master,4.2790471910738015,0.10895396764330197,true,tb
NP_009057.1,master,14.632370475457087,NA,true,to
NP_006588.1,master,inf,0.5414184341147219,true,tb
NP_006410.1,master,4.366207935117234,NA,true,to
NP_006316.1,master,inf,NA,true,to
NP_005029.1,master,inf,NA,true,to
NP_004271.1,master,14.191161776628066,0.6122870254462851,true,tb
NP_004512.1,master,inf,0.3600894848884985,true,tb
NP_004253.1,master,inf,NA,true,to
NP_004117.1,master,5.471698100079441,0.5264924325116428,true,tb
NP_004085.1,master,inf,NA,true,to
NP_004066.1,master,2.8038657707007744,0.16860306111811124,true,tb
NP_004334.1,master,inf,0.01329998836700625,true,tb
NP_004039.1,master,inf,NA,true,to
NP_000234.1,master,12.506656904598826,0.010946660599303241,true,tb
NP_000352.1,master,inf,NA,true,to
NP_003159.1,master,8.943465563939029,0.2804299495876693,true,tb
NP_003027.1,master,8.51099384173082,0.09497612525414847,true,tb
NP_001024.1,master,inf,0.2618688497344113,true,tb
NP_002938.1,master,inf,NA,true,to
NP_002892.1,master,inf,NA,true,to
NP_002861.1,master,12.945138874392311,NA,true,to
NP_002805.1,master,inf,0.31850752342224226,true,tb
NP_002766.1,master,inf,NA,true,to
NP_000936.1,master,inf,NA,true,to
NP_002627.1,master,6.670268453985014,NA,true,to
NP_002406.1,master,inf,NA,true,to
NP_002195.1,master,inf,0.3329668804844477,true,tb
NP_002127.1,master,9.851838521314043,0.3045672513056264,true,tb
NP_000509.1,master,inf,NA,true,to
NP_002096.1,master,10.462793998877412,NA,true,to
NP_002077.1,master,inf,0.6837214906475784,true,tb
NP_000160.1,master,inf,0.480092053075009,true,tb
NP_001936.1,master,5.768458901324485,NA,true,to
NP_000776.1,master,7.069580321827393,NA,true,to
NP_000387.1,master,inf,NA,true,to
NP_001768.1,master,5.580579230956764,NA,true,to
NP_001232.1,master,5.398541372843149,NA,true,to
NP_001093.1,master,6.995319503909457,0.16195433323896838,true,tb
NP_002449.2,master,inf,NA,true,to
NP_976072.1,master,7.972894553692041,NA,true,to
NP_001535.1,master,3.0552951281890497,NA,true,to
NP_001342365.1,master,14.230313900590215,0.6248164449752049,true,tb
NP_001342115.1,master,inf,NA,true,to
NP_001341404.1,master,5.093691649698327,1.245011710129318,true,tb
NP_001341933.1,master,8.676030159329919,NA,true,to
NP_001341838.1,master,inf,0.2732406006825914,true,tb
NP_001341661.1,master,inf,0.6122870254462851,true,tb
NP_001341571.1,master,inf,0.4035252874520098,true,tb
NP_001341203.1,master,6.695427819580488,0.059230974684330674,true,tb
NP_001340845.1,master,10.404802051899726,0.9837554737614688,true,tb
NP_001273063.1,master,4.276365185318694,0.2052285456445728,true,tb
NP_001272989.1,master,10.800415428354414,0.32591028520884624,true,tb
NP_001271165.1,master,inf,0.03061978606884105,true,tb
NP_001271210.1,master,5.707212747665183,NA,true,to
NP_001269315.1,master,inf,0.036421175524840366,true,tb
NP_110425.2,master,6.109973393004737,NA,true,to
NP_001258142.1,master,inf,NA,true,to
NP_001257903.1,master,0.3583046576382117,0.20299065683202208,true,tb
NP_001255213.1,master,5.351479360727283,0.1718227890849815,true,tb
NP_001244120.1,master,inf,1.1552286407332188,true,tb
NP_006448.4,master,15.000347260751676,NA,true,to
NP_001243210.1,master,6.056416449367932,NA,true,to
NP_115543.3,master,inf,0.2194638306582828,true,tb
NP_001230208.1,master,inf,NA,true,to
NP_001185798.1,master,inf,0.12260403592432907,true,tb
NP_001184223.1,master,inf,0.8705474177478764,true,tb
NP_001123525.2,master,8.113518706938653,NA,true,to
NP_001180437.1,master,3.1703501501108815,0.15693526497884214,true,tb
NP_001177875.1,master,3.398142020054487,0.6421052584545084,true,tb
NP_001171517.1,master,inf,0.3843232439885166,true,tb
NP_001167621.1,master,2.793652339794169,NA,true,to
NP_001167579.1,master,3.0304800883206275,0.10894169083004863,true,tb
NP_055659.2,master,5.768458901324485,0.9905738433250564,true,tb
NP_001268644.1,master,inf,0.1918304476742352,true,tb
NP_001258833.1,master,inf,NA,true,to
NP_001254524.1,master,inf,0.029999389676479707,true,tb
NP_001245149.1,master,inf,NA,true,to
NP_001243442.1,master,inf,NA,true,to
NP_004336.3,master,inf,1.5355186374512804,true,tb
NP_001231178.1,master,inf,NA,true,to
NP_001191330.1,master,inf,0.11972814410169558,true,tb
NP_001186227.1,master,6.314581384205591,0.8180455373307085,true,tb
NP_001167638.1,master,9.154416656425573,0.059230974684330674,true,tb
NP_004698.3,master,4.259457136646176,NA,true,to
NP_001166367.1,master,5.271932184640293,NA,true,to
NP_066189.3,master,3.8079896078519497,NA,true,to
NP_060813.2,master,3.530143759283225,0.2820357478018536,true,tb
NP_001129166.1,master,9.44743270342513,NA,true,to
NP_001008563.2,master,11.314307140494325,NA,true,to
NP_001116427.1,master,9.47853964736485,NA,true,to
NP_006463.3,master,inf,0.1817114111228527,true,tb
NP_000844.2,master,inf,0.31004623619992144,true,tb
NP_001786.2,master,inf,0.007486464728499029,true,tb
NP_000684.2,master,inf,NA,true,to
NP_002347.5,master,inf,NA,true,to
NP_001002836.2,master,inf,0.31850752342224226,true,tb
NP_060087.3,master,inf,0.047708097220313835,true,tb
NP_004827.4,master,4.383058727605331,0.2953297538842234,true,tb
